Index	Noun	Verb	Linking	Prefix	Particle	Freq	Nounpl	Verbpp	Verbzu	Verbfin	q_compound_joint_cap	q_compound_joint_nocap	q_np_det_joint_cap	q_np_det_joint_nocap	q_np_det_sep_cap	q_np_det_sep_nocap	q_np_det_sep_capcap	q_np_apprart_joint_cap	q_np_apprart_joint_nocap	q_np_apprart_sep_cap	q_np_apprart_sep_nocap	q_np_apprart_sep_capcap	q_np_nodet_joint_cap	q_np_nodet_joint_nocap	q_np_nodet_sep_cap	q_np_nodet_sep_nocap	q_np_nodet_sep_capcap	q_infzu_joint_cap	q_infzu_joint_nocap	q_infzu_sep_cap	q_infzu_sep_nocap	q_prog_joint_cap	q_prog_joint_nocap	q_prog_sep_cap	q_prog_sep_nocap	q_prog_sep_capcap	q_particip_joint_cap	q_particip_joint_nocap	q_particip_sep_cap	q_particip_sep_nocap	q_particip_sep_capcap	q_finite_joint_cap	q_finite_joint_nocap	q_finite_sep_cap	q_finite_sep_nocap
491	Body	boarden	0			7	Bodys	geboardet	X	boarde|boardest|boardet|boardete|boardetest|boardeten	7	0	0	0	0	0	0	1	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
202	Nase	bohren	0			19	Nasen	gebohrt	X	bohre|bohrst|bohrten|bohrt|bohren|bohrte	15	1	1	0	18	1	0	6	0	2	0	0	5	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
403	Brunnen	bohren	0			9	Brunnen	gebohrt	X	bohre|bohrst|bohrten|bohrt|bohren|bohrte	7	0	2	0	10	0	0	0	0	0	0	0	5	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0
566	Beton	bohren	0			6	Betons	gebohrt	X	bohre|bohrst|bohrten|bohrt|bohren|bohrte	4	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	13	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0
604	Schlag	bohren	0			5	Schlägen	gebohrt	X	bohre|bohrst|bohrten|bohrt|bohren|bohrte	5	2	0	0	0	0	0	1	0	0	0	0	4	2	2	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
514	Schatten	boxen	0			6	Schatten	geboxt	X	boxe|boxt|boxte|boxten|boxen	66	1	6	0	0	0	0	9	0	0	0	0	31	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
141	Bier	brauen	0			30	Biere	gebraut	X	brauten|brauen|braute|braue|braut	77	0	28	0	3	0	0	32	0	3	0	0	13	0	20	0	0	0	0	18	0	1	0	0	0	0	0	0	40	0	0	0	0	8	0
241	Brot	brechen	0			16	Broten	gebrochen	X	brachen|brichst|bricht|brecht|bracht|brach|bräche|breche|brechen	56	0	17	0	8	0	0	30	0	0	1	0	1	0	2	0	0	0	0	1	0	3	0	0	0	0	0	0	1	0	0	0	0	1	0
177	Kalk	brennen	0			22	Kalkes	gebrannt	X	brenne|brennten|brennt|brannte|brannten|brennen	15	0	5	0	0	0	0	6	0	0	0	0	3	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0
192	Helium	brennen	0			20	Helium	gebrannt	X	brenne|brennten|brennt|brannte|brannten|brennen	15	0	11	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
295	Fohlen	brennen	0			13	Fohlen	gebrannt	X	brenne|brennten|brennt|brannte|brannten|brennen	13	0	5	0	0	0	0	5	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
309	Schnaps	brennen	0			12	Schnäpsen	gebrannt	X	brenne|brennten|brennt|brannte|brannten|brennen	10	0	3	0	2	0	0	4	0	0	0	0	3	0	5	0	0	0	0	5	0	0	0	0	0	0	0	0	7	0	0	1	0	2	0
471	Kohlenstoff	brennen	0			7	Kohlenstoffe	gebrannt	X	brenne|brennten|brennt|brannte|brannten|brennen	7	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
665	Branntwein	brennen	0			5	Branntweine	gebrannt	X	brenne|brennten|brennt|brannte|brannten|brennen	5	0	1	0	0	0	0	2	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
232	Wild	campen	0			16	Wild	gecampt	X	campen|campt|campe	13	6	3	1	0	0	0	6	0	0	0	1	3	3	1	16	1	0	0	0	6	0	0	0	0	0	0	0	0	1	0	0	0	0	0
174	Schlamm	catchen	0			22	Schlämmen	gecatcht	X	catche|catchst|catcht|catchte|catchtest|catchtet|catchten	19	0	3	0	0	0	0	4	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
524	Model	checken	0			6	Models	gecheckt	X	checkst|checkt|checkte|checken|checkten	5	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
267	Musik	denken	0			14	Musiken	gedacht	X	dachtest|denken|dachte|denkt|dachten|denke|denkst	12	0	3	0	3	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	9	0
363	Kästchen	denken	0			10	Kästchen	gedacht	X	dachtest|denken|dachte|denkt|dachten|denke|denkst	8	0	2	0	1	0	0	0	0	0	0	0	5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
592	Standort	denken	0			5	Standorten	gedacht	X	dachtest|denken|dachte|denkt|dachten|denke|denkst	5	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
583	Traum	deuten	0			5	Träume	gedeutet	X	deutete|deute|deuteten|deuten|deutet	4	0	0	0	9	1	0	2	0	0	0	0	1	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
559	Chor	dirigieren	0			6	Chören	dirigiert	X	dirigiert|dirigieren|dirigiere|dirigierte|dirigierten	6	0	0	0	1	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
619	Orchester	dirigieren	0			5	Orchestern	dirigiert	X	dirigiert|dirigieren|dirigiere|dirigierte|dirigierten	5	0	1	0	2	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
206	Däumchen	drehen	0			19	däumchen	gedreht	X	drehte|drehten|drehen|dreht|drehst|drehe	16	0	1	0	3	0	0	5	0	1	0	0	8	0	28	2	0	0	0	11	1	1	0	0	0	0	0	0	4	1	0	0	0	11	1
453	Schlüssel	drehen	0			7	Schlüssel	gedreht	X	drehte|drehten|drehen|dreht|drehst|drehe	7	0	5	0	8	0	0	2	0	3	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
470	Kopf	drehen	0			7	Köpfe	gedreht	X	drehte|drehten|drehen|dreht|drehst|drehe	6	1	3	1	38	1	0	1	0	0	0	0	1	0	13	3	0	0	0	7	1	0	0	0	0	0	0	0	1	0	0	1	0	39	2
