# Frequency list

# Corpus: decow16a-nano
# Query:  "[A-ZÄÖÜ][a-zäöüß]+_[a-zäöüß]+en" 68050

# Frequency limit: 0


Full nominal compound analysis	Frequency	
-------------------------------------------------------
Rad_fahren	3433	
Auto_fahren	2338	
Ski_fahren	1775	
Bürger_begehren	1225	
Los_lassen	1072	
Elfmeter_schießen	926	
Wunsch_denken	911	
Teil_nehmen	848	
Bogen_schießen	812	
Fahrrad_fahren	798	
Kaffee_trinken	767	
Kopf_zerbrechen	677	
Motorrad_fahren	553	
Herz_klopfen	544	
Lohn_nebenkosten	516	
Kreuz_heben	481	
Wind_surfen	477	
Geld_verdienen	459	
Zeit_fahren	444	
Passiv_rauchen	444	
Blut_vergießen	435	
Weg_lassen	423	
Abt_asten	406	
Musik_hören	398	
Stock_hausen	394	
Wasser_lassen	380	
Preis_ausschreiben	333	
Gas_geben	327	
Zucker_schlecken	324	
Stachel_hausen	324	
Western_reiten	315	
Herz_versagen	311	
Heimat_vertrieben	299	
Leib_eigen	292	
Strom_schnellen	289	
Daheim_geblieben	288	
Pony_reiten	274	
Wald_hausen	267	
Eis_laufen	264	
Abschied_nehmen	259	
Weg_gehen	256	
Ski_springen	253	
Fest_zuhalten	253	
Kopf_nicken	251	
Kanu_fahren	245	
Fest_legen	241	
Fallschirm_springen	237	
Schutz_befohlen	236	
Weg_nehmen	227	
Schulter_zucken	223	
Schmerz_empfinden	221	
Gewicht_heben	219	
Stein_hausen	218	
Konkurrenz_denken	216	
Problem_lösen	214	
Hand_auflegen	210	
Rasen_mähen	200	
Weg_werfen	195	
Weg_laufen	193	
Musik_machen	187	
Maut_hausen	185	
Gold_waschen	180	
Achsel_zucken	171	
Probe_hören	163	
Los_fahren	162	
Bus_fahren	160	
Vogel_schießen	157	
Bahn_fahren	157	
Statt_finden	156	
Andro_gen	154	
Luft_holen	151	
Futter_raufen	151	
Preis_schießen	146	
Abt_ragen	145	
Fest_zustellen	141	
Wein_achten	140	
Penalty_schießen	139	
Seil_springen	138	
Dauer_grinsen	134	
Probe_fahren	133	
Boot_fahren	133	
Schulter_klopfen	131	
Dressur_reiten	131	
Klage_begehren	130	
Kopf_rechnen	129	
Herr_hausen	129	
Tee_trinken	127	
Markt_versagen	124	
Koma_saufen	124	
Donner_grollen	123	
Bier_trinken	121	
Ballon_fahren	116	
Wäsche_waschen	114	
Zug_fahren	113	
Schlitten_fahren	111	
Support_anfragen	110	
Geld_ausgeben	110	
Leber_versagen	106	
Organ_versagen	105	
Haupt_verdächtigen	102	
Deich_hausen	102	
Miss_verstehen	100	
Wall_hausen	99	
Ziegel_hausen	98	
Sport_schießen	96	
Geld_abheben	96	
Pokal_schießen	92	
Blog_gerinnen	92	
Natur_erleben	91	
Muskel_versagen	91	
Internet_surfen	91	
Taxi_fahren	90	
Kind_erwägen	90	
Wasser_treten	86	
Ei_erlegen	86	
Datenbank_abfragen	86	
Fett_absaugen	85	
Atem_holen	85	
Rocken_hausen	83	
Enduro_fahren	83	
Blut_abnehmen	82	
Telefon_anrufen	80	
Schlange_stehen	79	
Beben_hausen	79	
Weg_fahren	77	
Schi_fahren	77	
Trampolin_springen	75	
Zeit_empfinden	74	
Kraut_hausen	74	
Terror_verdächtigen	73	
Partei_vorbringen	73	
Hecht_hausen	73	
Teil_haben	72	
Kajak_fahren	72	
Fest_halten	72	
Radio_hören	71	
Kaffee_kochen	69	
Blei_gießen	69	
Feuer_machen	68	
Gas_wegnehmen	66	
Auto_waschen	66	
Moped_fahren	65	
Wind_hausen	64	
Wasser_trinken	64	
Stil_springen	64	
Kreislauf_versagen	64	
Raub_kopieren	63	
Ei_geboren	63	
Lohn_untergrenzen	62	
Essen_gehen	62	
Wärme_empfinden	61	
Mut_machen	61	
Haupt_schuldigen	61	
Para_gleiten	60	
Distanz_reiten	59	
Bon_landen	59	
Bau_nebenkosten	59	
Roller_fahren	58	
Hilfe_ersuchen	58	
Velo_fahren	57	
Lautsprecher_durchsagen	57	
Hindernis_fahren	57	
Bark_hausen	57	
Finger_schnippen	56	
Sport_tauchen	55	
Sauna_baden	55	
Presse_anfragen	55	
Berger_hausen	55	
Finanz_gebaren	54	
Einwurf_einschreiben	54	
Streit_wägen	53	
Topf_schlagen	52	
Lust_empfinden	52	
Feuer_verzinken	52	
Stil_empfinden	51	
Kreis_verkehren	51	
Akt_zeichnen	51	
Text_verstehen	50	
Rum_stehen	50	
Holz_raufen	50	
West_hausen	49	
Pulver_beschichten	49	
Lager_denken	49	
Kat_holen	49	
Gau_schießen	49	
Ei_singen	49	
Weg_schmeißen	48	
Tabak_rauchen	48	
Los_lösen	48	
Fußball_gucken	48	
Einrad_fahren	48	
Wasser_holen	47	
Probe_wohnen	47	
Muskel_zucken	47	
Los_gehen	47	
Heim_gegangen	47	
Fron_hausen	47	
Feder_lesen	47	
Brettchen_weben	46	
Wasser_springen	45	
Kamel_reiten	45	
Dreikönigs_singen	45	
Therapie_versagen	44	
Rum_probieren	44	
Kaugummi_kauen	44	
Gespann_fahren	44	
Flugzeug_abstürzen	44	
Sommer_hausen	43	
Schaf_hausen	43	
Neckar_hausen	43	
Mark_hausen	43	
Snowboard_fahren	42	
Preis_anfragen	42	
Beschwerde_vorbringen	42	
Maß_nehmen	41	
Laser_schweißen	41	
Haupt_betroffen	41	
Rausch_trinken	40	
Radio_machen	40	
West_erhausen	39	
Weg_ziehen	39	
Haft_entlassen	39	
Fisch_hausen	39	
Bruch_rechnen	39	
Wein_trinken	38	
Roggen_hausen	38	
Recht_haben	38	
Profit_denken	38	
Gelände_reiten	38	
Flügel_schlagen	38	
Feld_hausen	37	
Winter_hausen	36	
Kunst_radfahren	36	
Kauf_nebenkosten	36	
Eis_schießen	36	
Camp_hausen	36	
Berg_steigen	36	
Vers_tappen	35	
Seil_ziehen	35	
Heu_raufen	35	
Elite_denken	35	
Ei_erlaufen	35	
Drachen_zähmen	35	
Bein_heben	35	
Ziel_werfen	34	
Wirbel_gleiten	34	
Weg_drehen	34	
Spiel_absagen	34	
Probe_reiten	34	
Konsum_denken	34	
Brötchen_holen	34	
Ball_werfen	34	
Weg_schieben	33	
Hufeisen_werfen	33	
Buggy_fahren	33	
Boden_hausen	33	
Wein_hausen	32	
Wahl_ausschreiben	32	
System_denken	32	
Rahmen_bedingen	32	
Miss_achten	32	
Last_wägen	32	
Kartoffel_schälen	32	
Insel_hüpfen	32	
Hund_hausen	32	
Besitz_denken	32	
Tür_öffnen	31	
System_abstürzen	31	
Saal_hausen	31	
Probe_schießen	31	
Magen_knurren	31	
Heim_fahren	31	
Geist_heilen	31	
Frosch_hausen	31	
Cabrio_fahren	31	
Almosen_geben	31	
Pfad_finden	30	
Meter_schießen	30	
Kegel_fahren	30	
Dauer_zocken	30	
Bürger_anfragen	30	
Bier_brauen	30	
Ball_wegschlagen	30	
Wrack_tauchen	29	
Weg_klicken	29	
Wasserstoff_brennen	29	
Körper_erleben	29	
Kugel_schocken	29	
Konkurs_begehren	29	
Bob_fahren	29	
Zeit_springen	28	
Zeit_erleben	28	
Unkraut_jäten	28	
Kampf_trinken	28	
Beute_machen	28	
Ase_missen	28	
Amok_laufen	28	
Weg_gucken	27	
Weg_ducken	27	
Körper_empfinden	27	
Etwas_hausen	27	
Ei_nölen	27	
Daumen_lutschen	27	
Steuer_einahmen	26	
Stahl_hausen	26	
Rum_fahren	26	
Motorboot_fahren	26	
Messing_hausen	26	
Luft_trocknen	26	
Freizeit_reiten	26	
Fest_stehen	26	
Aal_tonen	26	
Zucht_sauen	25	
Temperatur_empfinden	25	
System_versagen	25	
Rudel_gucken	25	
Rho_dopen	25	
Rahmen_übereinkommen	25	
Psychiatrie_betroffen	25	
Nacht_skaten	25	
Luft_schnappen	25	
Los_hausen	25	
Lenker_schlagen	25	
Heck_hausen	25	
Esel_reiten	25	
Weg_hören	24	
Traktor_fahren	24	
Schluss_machen	24	
Punkt_schweißen	24	
Party_machen	24	
Luft_feuchten	24	
Los_laufen	24	
Hering_hausen	24	
Hand_anlegen	24	
Front_heben	24	
Ziel_schießen	23	
Wucht_brummen	23	
Weg_schauen	23	
Spaß_haben	23	
Show_kochen	23	
Rücken_schweben	23	
Rum_laufen	23	
Prozent_rechnen	23	
Platz_nehmen	23	
Pipi_machen	23	
Los_schlagen	23	
Herz_hausen	23	
Gelände_fahren	23	
Fuß_gehen	23	
Fest_kleben	23	
Trikot_ziehen	22	
Schlamm_catchen	22	
Ring_reiten	22	
März_gefallen	22	
Kunst_springen	22	
Kalk_brennen	22	
Honig_schlecken	22	
Bau_voranfragen	22	
Ballon_glühen	22	
Auto_abschaffen	22	
Action_geladen	22	
Skateboard_fahren	21	
Service_anfragen	21	
Muster_hausen	21	
Koma_trinken	21	
Klischee_denken	21	
Kabel_gebunden	21	
Jagd_reiten	21	
Haupt_begehren	21	
Hain_hausen	21	
Bild_hausen	21	
Ball_hausen	21	
Achterbahn_fahren	21	
Zucker_ziehen	20	
Zins_nehmen	20	
Weg_sehen	20	
Web_surfen	20	
Wasser_kochen	20	
Wasser_fassen	20	
Stress_erleben	20	
Stein_stoßen	20	
Salsa_tanzen	20	
Ried_hausen	20	
Psychiatrie_erfahren	20	
Nacht_tauchen	20	
Klang_empfinden	20	
Helium_brennen	20	
Haus_bauen	20	
Hand_heben	20	
Glühwein_trinken	20	
Georg_hausen	20	
Bier_holen	20	
Bagger_fahren	20	
Asyl_begehren	20	
Zunge_schnalzen	19	
Stock_schießen	19	
Segel_setzen	19	
Schulter_heben	19	
Netz_werken	19	
Netz_brummen	19	
Nase_bohren	19	
Miss_brauchen	19	
Marathon_laufen	19	
Macht_streben	19	
Kopf_schlagen	19	
Herz_jagen	19	
Heim_gehen	19	
Haar_hausen	19	
Fach_rechnen	19	
Däumchen_drehen	19	
Aura_sehen	19	
Alkohol_trinken	19	
Wald_roden	18	
Ultraschall_schweißen	18	
Test_fahren	18	
Stress_empfinden	18	
Service_wohnen	18	
Schlittschuh_fahren	18	
Reifen_quietschen	18	
Politik_versagen	18	
Muster_anschreiben	18	
Leiden_hausen	18	
Kunst_fahren	18	
Jugend_wohnen	18	
Gras_fressen	18	
Gift_mischen	18	
Geld_anlegen	18	
Essen_kochen	18	
Alge_meinen	18	
Wäsche_trocknen	17	
Wäsche_aufhängen	17	
Wette_singen	17	
Weg_schicken	17	
Turnier_reiten	17	
Tinnitus_betroffen	17	
Säbel_fechten	17	
Strafstoß_schießen	17	
Status_denken	17	
Schmerz_erleben	17	
Prestige_denken	17	
Marsch_landen	17	
Literatur_übersetzen	17	
Kunststoff_schweißen	17	
Kultur_beflissen	17	
Kauf_willigen	17	
Kasten_denken	17	
Gen_singen	17	
Geld_machen	17	
Feuer_laufen	17	
Dampf_ablassen	17	
Band_bestehen	17	
Öl_ziehen	16	
Zuhause_geblieben	16	
Zahn_ziehen	16	
Wild_campen	16	
Weg_legen	16	
Vers_ankosten	16	
Tor_schießen	16	
Sund_hausen	16	
Sterz_hausen	16	
Spiel_leiten	16	
Schenkel_klopfen	16	
Sand_boarden	16	
Rum_heulen	16	
Rhein_landen	16	
Produkt_anfragen	16	
Kilometer_fressen	16	
Hochglanz_verdichten	16	
Heck_schweben	16	
Gold_hausen	16	
Geschehen_lassen	16	
Feder_picken	16	
Eis_baden	16	
Effizienz_denken	16	
Brot_brechen	16	
Bauch_tanzen	16	
Axt_werfen	16	
Auswahl_verschulden	16	
As_kennen	16	
Zweirad_fahren	15	
Würze_kochen	15	
Wurzel_ziehen	15	
Weg_treten	15	
Weg_denken	15	
Wal_raven	15	
Video_gucken	15	
Tee_kochen	15	
Tango_tanzen	15	
Tal_hausen	15	
Stecker_ziehen	15	
Seilchen_springen	15	
Schau_fahren	15	
Saft_fasten	15	
Post_hausen	15	
Miss_empfinden	15	
Maus_klicken	15	
Liebe_machen	15	
Lein_hausen	15	
Lautsprecher_ansagen	15	
Kreis_grünen	15	
Krebs_betroffen	15	
Hundert_ausenden	15	
Harn_lassen	15	
Haken_schlagen	15	
Glas_machen	15	
Feld_geschworen	15	
Email_anfragen	15	
Dax_landen	15	
Computer_spielen	15	
Berg_laufen	15	
Beige_geben	15	
Auto_vervollständigen	15	
Wink_hausen	14	
Weg_schlagen	14	
Wahl_hausen	14	
Turnier_tanzen	14	
Theater_spielen	14	
Theater_machen	14	
Tandem_springen	14	
Stock_fechten	14	
Stil_legen	14	
Sterben_lassen	14	
Schnee_schieben	14	
Risiko_geboren	14	
Raum_empfinden	14	
Ost_vertrieben	14	
Müll_trennen	14	
Musik_denken	14	
Miteinander_umgehen	14	
Milch_trinken	14	
Messer_werfen	14	
Mantra_singen	14	
Lasso_werfen	14	
Langzeit_trocken	14	
König_schießen	14	
Kälte_empfinden	14	
Kritik_singen	14	
Kot_fressen	14	
Hund_ersingen	14	
Hand_abhacken	14	
Grab_machen	14	
Eis_tauchen	14	
Comic_zeichnen	14	
Böller_schießen	14	
Burg_werben	14	
Bau_begehren	14	
Wunder_wirken	13	
Windows_eigen	13	
Weltcup_springen	13	
Welt_erleben	13	
Weg_machen	13	
Wagen_hausen	13	
Therapie_ansprechen	13	
Test_hören	13	
Teig_kneten	13	
Tandem_fahren	13	
Straßenbahn_fahren	13	
Ster_bewilligen	13	
Spende_willigen	13	
Slalom_fahren	13	
Schlumpf_hausen	13	
Schau_kochen	13	
Rad_schlagen	13	
Politik_machen	13	
Pflege_befohlen	13	
Panzer_fahren	13	
Ost_erschießen	13	
Milch_aufschäumen	13	
Kürbis_schnitzen	13	
Klettersteig_gehen	13	
Karriere_denken	13	
Kabel_verlegen	13	
Holz_schnitzen	13	
Hof_reiten	13	
Gewinn_streben	13	
Gast_geben	13	
Fohlen_brennen	13	
Fleisch_geboren	13	
Feld_überlegen	13	
Fach_zeichnen	13	
Dauer_laufen	13	
Boden_fließen	13	
Bett_gehen	13	
Berg_fahren	13	
Arsch_lecken	13	
Arsch_kriechen	13	
Arbeit_geben	13	
Ader_lassen	13	
Zimmer_aufräumen	12	
Ziel_springen	12	
Zelt_aufbauen	12	
Wein_machen	12	
Wahl_berechtigen	12	
Vorhaben_bezogen	12	
Vielfalt_erleben	12	
Team_springen	12	
Strömung_stauchen	12	
Sinn_verstehen	12	
Schritt_reiten	12	
Schnee_fegen	12	
Schnaps_brennen	12	
Schadenersatz_begehren	12	
Ring_richten	12	
Riet_hausen	12	
Ressort_denken	12	
Prozess_denken	12	
Programm_abstürzen	12	
Probe_anziehen	12	
Natur_erkennen	12	
Moral_empfinden	12	
Modell_getrieben	12	
Kredit_nebenkosten	12	
Kalb_ermatten	12	
Insel_springen	12	
Hirsch_landen	12	
Heu_machen	12	
Haus_nebenkosten	12	
Göttin_gerinnen	12	
Fest_fressen	12	
Fach_übersetzen	12	
Draht_erodieren	12	
Dach_eröden	12	
Bock_springen	12	
Beta_testen	12	
Bein_stellen	12	
Bach_hausen	12	
Angst_machen	12	
Zeit_schinden	11	
Willkommen_heißen	11	
Vorderlader_schießen	11	
Treiben_lassen	11	
Sport_fechten	11	
Slalom_laufen	11	
Schwung_holen	11	
Schwert_fechten	11	
Schnee_fressen	11	
Schnaps_trinken	11	
Schluss_schießen	11	
Schein_werfen	11	
Rätsel_lösen	11	
Raum_erleben	11	
Plasma_schweißen	11	
Natur_empfinden	11	
Nacht_sehen	11	
Müll_tonen	11	
Mutter_sauen	11	
Muskel_testen	11	
Morpho_gen	11	
Mini_ermotten	11	
Mangel_denken	11	
Luft_ablassen	11	
Kreuz_fahren	11	
Kopf_machen	11	
Hirn_versagen	11	
Gold_schürfen	11	
Gewehr_schießen	11	
Geld_zählen	11	
Film_einlegen	11	
Feuer_schlagen	11	
Fest_fahren	11	
Fehler_machen	11	
Essen_fassen	11	
Energie_einsparen	11	
Elektro_schweißen	11	
Einreise_willigen	11	
Demenz_betroffen	11	
Bolzen_schweißen	11	
Block_denken	11	
Bein_ahmen	11	
Bausch_merzen	11	
Bau_wägen	11	
Adler_schießen	11	
Abend_läuten	11	
Zweck_denken	10	
Zeit_reisen	10	
Zeit_ansagen	10	
Winter_austreiben	10	
Weg_springen	10	
Verschluss_topfen	10	
Trikot_ausziehen	10	
Traum_landen	10	
Transplantat_versagen	10	
Tiger_unterarten	10	
Teppich_fransen	10	
Standard_anschreiben	10	
Stamm_landen	10	
Stab_hochspringen	10	
Seil_tanzen	10	
Salut_schießen	10	
Reparatur_anfragen	10	
Rat_geben	10	
Portrait_zeichnen	10	
Märchen_erzählen	10	
Mast_legen	10	
Mal_nehmen	10	
Mai_singen	10	
Macht_konzentrieren	10	
Lärm_betroffen	10	
Lid_zucken	10	
Laut_hören	10	
Kästchen_denken	10	
Kutsche_fahren	10	
Kurs_absagen	10	
Kunst_wollen	10	
Kraft_tanken	10	
Kopf_hören	10	
Kloot_schießen	10	
Kinzig_hausen	10	
Heu_fressen	10	
Grab_legen	10	
Gott_ergeben	10	
Gott_erbarmen	10	
Geld_verbrennen	10	
Gang_einlegen	10	
Fußball_spielen	10	
Fuß_laufen	10	
Fuß_fassen	10	
Finger_tippen	10	
Durst_empfinden	10	
Duden_hausen	10	
Drachen_töten	10	
Donau_leiten	10	
Cross_laufen	10	
Brot_backen	10	
Bett_nässen	10	
Bein_hausen	10	
Base_jumpen	10	
Ballon_modellieren	10	
Anteil_nehmen	10	
Angelus_läuten	10	
Wort_begehren	9	
Wolf_hausen	9	
Wissen_wollen	9	
Western_schießen	9	
Welt_verstehen	9	
Weg_gezogen	9	
Wasser_werfen	9	
Unkraut_zupfen	9	
Trikot_zupfen	9	
Top_landen	9	
Telefon_ansagen	9	
System_eigen	9	
Stück_verzinken	9	
Standard_tanzen	9	
Schleim_lösen	9	
Schi_eben	9	
Sand_baden	9	
Rum_klicken	9	
Reise_willigen	9	
Psycho_gen	9	
Politik_verdrossen	9	
Platz_machen	9	
Pfeil_werfen	9	
Papier_falten	9	
Paar_laufen	9	
Nuss_baumen	9	
Neckar_blühen	9	
Männlein_laufen	9	
Musik_empfinden	9	
Mode_zeichnen	9	
Mehl_hausen	9	
Magen_brennen	9	
Laterne_laufen	9	
Langzeit_überleben	9	
Kunst_schönen	9	
Kunst_beflissen	9	
Kuh_melken	9	
Kreis_fahren	9	
Kosten_denken	9	
Klage_vorbringen	9	
Kiefer_mahlen	9	
Karussell_fahren	9	
Kaiser_schießen	9	
Inliner_fahren	9	
Hänger_fahren	9	
Holz_machen	9	
Heck_zucken	9	
Handy_telefonieren	9	
Hahn_schlagen	9	
Gewinn_denken	9	
Gelände_wägen	9	
Gel_hausen	9	
Gas_singen	9	
Form_empfinden	9	
Fest_drehen	9	
Ellenbogen_denken	9	
Busch_reiten	9	
Brunnen_bohren	9	
Blatt_singen	9	
Beige_treten	9	
Bauch_ziehen	9	
Auswerter_ahmen	9	
Aqua_joggen	9	
Angst_haben	9	
Akku_betrieben	9	
Abstand_nehmen	9	
Abseits_stehen	9	
Zeit_tauchen	8	
Weg_saufen	8	
Walzer_tanzen	8	
Wache_schieben	8	
Verbraucher_anfragen	8	
Ventil_einstellen	8	
Traum_erleben	8	
Sud_nicken	8	
Streit_schlichten	8	
Status_abfragen	8	
Segel_fliegen	8	
Schäfchen_zählen	8	
Salz_streuen	8	
Saar_bücken	8	
Rum_tollen	8	
Rum_surfen	8	
Reis_kochen	8	
Recht_geben	8	
Programm_ansagen	8	
Pony_fransen	8	
Parcours_springen	8	
Orgasmus_vortäuschen	8	
Näher_treten	8	
Nest_bauen	8	
Nase_laufen	8	
Nacht_schießen	8	
Musik_reiten	8	
Mountainbike_fahren	8	
Monster_kloppen	8	
Modell_stehen	8	
Level_killen	8	
Kultur_erleben	8	
Kreis_punzen	8	
Kohärenz_erleben	8	
Klavier_spielen	8	
Karaoke_singen	8	
Kalk_löschen	8	
Kabel_ziehen	8	
Hydro_gelen	8	
Hotel_eigen	8	
Horst_hausen	8	
Herz_pochen	8	
Hand_geben	8	
Haken_lösen	8	
Haar_waschen	8	
Gewitter_grollen	8	
Frust_saufen	8	
Frust_fressen	8	
Flug_haben	8	
Feuer_legen	8	
Fest_wägen	8	
Ferne_sehen	8	
Dauer_legen	8	
Blümchen_pflücken	8	
Bild_verstehen	8	
Band_ixen	8	
Bach_schwinden	8	
Aufzug_fahren	8	
As_hausen	8	
Appetit_holen	8	
Anhänger_fahren	8	
Übergabe_einschreiben	7	
Ziel_zappen	7	
Zeugnis_geben	7	
Zeichen_haften	7	
Zauber_wirken	7	
Weg_stoßen	7	
Weg_löschen	7	
Weg_geworfen	7	
Wasser_testen	7	
Wasser_lösen	7	
Wall_raven	7	
Vieh_hausen	7	
Video_telefonieren	7	
Vakuum_gießen	7	
Urlaub_machen	7	
Test_schießen	7	
Teppich_verlegen	7	
Teppich_knüpfen	7	
Telefon_anfragen	7	
Tee_fasten	7	
Strom_eingetreten	7	
Stirn_fransen	7	
Sterben_müssen	7	
Standard_anfragen	7	
Sonder_hausen	7	
Sole_gefrieren	7	
Show_laufen	7	
Schlüssel_drehen	7	
Schaum_geboren	7	
Schau_käsen	7	
Saft_schubsen	7	
Rücken_kraulen	7	
Rum_heizen	7	
Rind_hausen	7	
Revier_reinigen	7	
Reis_werfen	7	
Rat_hausen	7	
Rallye_fahren	7	
Pyro_gen	7	
Profit_streben	7	
Profit_machen	7	
Praxis_erfahren	7	
Personal_nebenkosten	7	
Nutzer_anfragen	7	
Nutz_denken	7	
Nacken_ziehen	7	
Nacht_fahren	7	
Musik_verstehen	7	
Modell_denken	7	
Mini_erfliegen	7	
Milch_treten	7	
Macht_denken	7	
Macht_besessen	7	
Lärm_empfinden	7	
Luxus_wohnen	7	
Lift_fahren	7	
Leine_ziehen	7	
Leben_lassen	7	
Laser_beschriften	7	
Kunst_empfinden	7	
Kraft_treten	7	
Korn_mahlen	7	
Kopf_hochreißen	7	
Kopf_drehen	7	
Kontext_bezogen	7	
Kohlenstoff_brennen	7	
Kiel_holen	7	
Hindernis_reiten	7	
Hierarchie_denken	7	
Hand_aufheben	7	
Glas_blasen	7	
Gewicht_werfen	7	
Gefährder_anschreiben	7	
Gast_bloggen	7	
Gas_aufziehen	7	
Fähnchen_schwenken	7	
Frust_ablassen	7	
Finger_boarden	7	
Film_gucken	7	
Film_drehen	7	
Feuer_speien	7	
Feuer_setzen	7	
Feder_fressen	7	
Fach_bezogen	7	
Eis_hausen	7	
Druck_gießen	7	
Dreikönigs_schießen	7	
Drachen_fliegen	7	
Dorf_schießen	7	
Dienst_wägen	7	
Dauer_wohnen	7	
Datenschutz_beauftragen	7	
Buch_binden	7	
Body_boarden	7	
Besuch_erfragen	7	
Bau_zeichnen	7	
Bau_anfragen	7	
Auftrag_geben	7	
Apfel_tauchen	7	
Anschluss_begehren	7	
Zöliakie_betroffen	6	
Zeit_verbringen	6	
Zeit_nehmen	6	
Wurst_schnappen	6	
Winzer_hausen	6	
Winter_baden	6	
Weihnacht_stauchen	6	
Weg_gelassen	6	
Watt_laufen	6	
Wasser_nehmen	6	
Wasser_laufen	6	
Wasser_atmen	6	
Wand_erfahren	6	
Wal_hausen	6	
Volk_begehren	6	
Vers_ätzen	6	
Ultraschall_reinigen	6	
Tür_unterkanten	6	
Trieb_wägen	6	
Transparent_machen	6	
Ticket_anfragen	6	
Test_getrieben	6	
Teilzeit_begehren	6	
Team_denken	6	
Tau_treten	6	
Substanz_bezogen	6	
Strom_verbrauchen	6	
Stiefel_schäften	6	
Stellung_nehmen	6	
Stein_heben	6	
Staub_baden	6	
Spur_einstellen	6	
Sport_wägen	6	
Sport_reiten	6	
Siel_achten	6	
Schüler_austauschen	6	
Schädel_brummen	6	
Schwert_ziehen	6	
Schuss_antäuschen	6	
Schuld_empfinden	6	
Schnur_gebunden	6	
Schlaf_bezogen	6	
Schiff_fahren	6	
Schi_laufen	6	
Schatten_durchzeichnen	6	
Schatten_boxen	6	
Sand_placken	6	
Rum_zappen	6	
Rum_brüllen	6	
Rendite_denken	6	
Reise_erleben	6	
Register_machen	6	
Probe_singen	6	
Probe_gucken	6	
Preis_untergrenzen	6	
Preis_singen	6	
Plastik_tröten	6	
Plasma_ätzen	6	
Pickel_fressen	6	
Photo_gen	6	
Pfeife_rauchen	6	
Party_willigen	6	
Paar_wohnen	6	
Obst_fasten	6	
Nikolaus_reiten	6	
Nichts_tuen	6	
Nebeneinander_fahren	6	
Natur_belassen	6	
Nacht_gleichen	6	
Münster_hausen	6	
Mus_tonen	6	
Mund_geblasen	6	
Motor_abstellen	6	
Morgen_läuten	6	
Mol_bergen	6	
Modell_bauen	6	
Model_checken	6	
Mobbing_betroffen	6	
Milch_holen	6	
Meridian_klopfen	6	
Maßnahme_begehren	6	
Maus_schubsen	6	
Marmelade_kochen	6	
Manga_zeichnen	6	
Magen_bluten	6	
Luft_ausstoßen	6	
Liebe_wirken	6	
Licht_ausschalten	6	
Leim_zwingen	6	
Leib_eignen	6	
Kür_zertreten	6	
Käse_machen	6	
Kredit_begehren	6	
Kot_absetzen	6	
Konzert_anfragen	6	
Kontakt_prellen	6	
Konkurenz_denken	6	
Kommerz_denken	6	
Knoten_knüpfen	6	
Klo_gehen	6	
Klavier_üben	6	
Karnickel_hausen	6	
Kampf_saufen	6	
Jagd_springen	6	
Jade_grünen	6	
Internet_anfragen	6	
Insolvenz_betroffen	6	
Holz_schlagen	6	
Hoden_kneifen	6	
Hirn_bluten	6	
Heck_getrieben	6	
Haschisch_rauchen	6	
Hand_weben	6	
Gummi_strippen	6	
Gott_erleben	6	
Gemüse_schnitzen	6	
Geld_verteilen	6	
Geld_eintreiben	6	
Garten_umgraben	6	
Gang_reiten	6	
Fuß_tapsen	6	
Funk_baken	6	
Foto_machen	6	
Fluss_surfen	6	
Fett_gebacken	6	
Fest_zustehen	6	
Fall_bezogen	6	
Existenz_denken	6	
Ersatz_nacherben	6	
Enge_hausen	6	
Energie_tanken	6	
Eisenbahn_fahren	6	
Eis_schlecken	6	
Einspänner_fahren	6	
Eimer_saufen	6	
Druck_empfinden	6	
Druck_ablassen	6	
Dreirad_fahren	6	
Distel_hausen	6	
Deck_schrubben	6	
Dauer_singen	6	
Dauer_niesen	6	
Couch_surfen	6	
Cocktail_trinken	6	
Chor_dirigieren	6	
Body_surfen	6	
Body_bangen	6	
Boden_legen	6	
Blut_trinken	6	
Billing_hausen	6	
Bier_saufen	6	
Beweis_begehren	6	
Beton_bohren	6	
Berg_geschworen	6	
Autobahn_fahren	6	
Auto_rotieren	6	
Auspuff_knallen	6	
Ausdauer_laufen	6	
Auftrag_schweißen	6	
Auftakt_springen	6	
Atem_zählen	6	
Arsch_ficken	6	
Arsch_abwischen	6	
Arbeitnehmer_überlassen	6	
Arbeit_nehmen	6	
Apfel_schnitzen	6	
Amateur_haften	6	
All_erorten	6	
Übernahme_verschulden	5	
Ästhetik_empfinden	5	
Zug_durchsagen	5	
Zelt_abbauen	5	
Zeitung_austragen	5	
Zeit_lassen	5	
Wort_klären	5	
Widerklage_begehren	5	
Wettkampf_schießen	5	
West_erweiden	5	
Weib_hausen	5	
Weg_sacken	5	
Weg_gleiten	5	
Weg_drängen	5	
Watte_bauschen	5	
Wasser_auffüllen	5	
Wald_erleben	5	
Wagen_waschen	5	
Wache_stehen	5	
Vers_trecken	5	
Verkauf_offen	5	
Trikot_zerren	5	
Trikot_waschen	5	
Traum_deuten	5	
Traum_denken	5	
Tisch_abräumen	5	
Test_steifen	5	
Tempo_machen	5	
Teller_läuten	5	
Teller_drehen	5	
Teil_offen	5	
Tee_lichten	5	
Tausch_anfragen	5	
Süd_landen	5	
Stöckchen_werfen	5	
Strom_tanken	5	
Streifen_ziehen	5	
Stern_gucken	5	
Stellvertreter_denken	5	
Stapler_fahren	5	
Standort_denken	5	
Standard_strippen	5	
Stall_ausmisten	5	
Stahl_schäften	5	
Stadt_verkehren	5	
