# Frequency list

# Corpus: decow16a-nano
# Query:  "[A-ZÄÖÜ][a-zäöüß]+_[a-zäöüß]+en" 68050

# Frequency limit: 0


Full nominal compound analysis	Frequency	
Wagen_schmücken	1	
Wagen_fahren	1	
Wagen_borgen	1	
Wagen_bauen	1	
Wagen_abholen	1	
Waffel_backen	1	
Waffe_kommentieren	1	
Wachs_überzogen	1	
Wachs_rauben	1	
Wachs_lichten	1	
Wache_halten	1	
Wache_gehen	1	
Wache_besetzen	1	
Waage_geboren	1	
Vorzeit_wählen	1	
Vorurteil_bilden	1	
Vorteil_nehmen	1	
Vorspann_fahren	1	
Vorsorge_denken	1	
Vorschein_bringen	1	
Vorrang_leiten	1	
Vorort_verkehren	1	
Vormacht_streben	1	
Vorlage_ersuchen	1	
Vorlage_begehren	1	
Vorkommen_wollen	1	
Vorhof_hausen	1	
Vorhaben_betroffen	1	
Vorgehen_müssen	1	
Vorbild_haften	1	
Vollzeit_beschäftigen	1	
Volksfest_fliegen	1	
Volksfest_erfahren	1	
Volk_empfinden	1	
Volk_eigen	1	
Vokal_harmonieren	1	
Vokabel_üben	1	
Vokabel_testen	1	
Vokabel_abhören	1	
Vogel_zählen	1	
Vogel_werfen	1	
Vogel_töten	1	
Vogel_erwachen	1	
Vogel_einfangen	1	
Vogel_bestimmen	1	
Vogel_aufsetzen	1	
Vogel_antrinken	1	
Vogel_abwerfen	1	
Vogel_abholen	1	
Vlies_singen	1	
Visier_reinigen	1	
Virus_scannen	1	
Vinyl_kleben	1	
Vinyl_hören	1	
Viktualien_schießen	1	
Viertel_hausen	1	
Vierrad_fahren	1	
Vielfalt_berücksichtigen	1	
Vieh_züchten	1	
Vieh_wägen	1	
Vieh_hüten	1	
Vieh_austreiben	1	
Vieh_abschlachten	1	
Video_wägen	1	
Video_verteilen	1	
Video_spielen	1	
Video_machen	1	
Video_casten	1	
Video_bloggen	1	
Video_beobachten	1	
Video_bearbeiten	1	
Video_anschauen	1	
Video_anfragen	1	
Vesper_erfahren	1	
Vespa_fahren	1	
Verzeichnis_eigen	1	
Vertrauen_wollen	1	
Vertrauen_fassen	1	
Vertrag_nachzuholen	1	
Verteidiger_verschulden	1	
Verständnis_zeigen	1	
Verständnis_beitragen	1	
Verständnis_abfragen	1	
Version_enthalten	1	
Verschwörer_grinsen	1	
Verschluss_brennen	1	
Vers_toben	1	
Vers_tauchen	1	
Vers_henken	1	
Vermieter_anfragen	1	
Verlust_gegangen	1	
Verkäufer_versagen	1	
Verkäufer_gebaren	1	
Verhältnis_setzen	1	
Verhältnis_denken	1	
Verguss_betonen	1	
Vergaser_zerlegen	1	
Vergaser_synchronisieren	1	
Vergaser_klopfen	1	
Vergabe_fahren	1	
Verdienst_bescheinigen	1	
Verdichter_aufbinden	1	
Verdeck_öffnen	1	
Verbrecher_jagen	1	
Verband_anlegen	1	
Verb_gruppenbezogen	1	
Verantwortung_zeigen	1	
Ventilation_dienen	1	
Ventil_öffnen	1	
Ventil_versagen	1	
Ventil_klopfen	1	
Vektor_übertragen	1	
Vektor_zeichnen	1	
Vektor_addieren	1	
Vater_vorfreuen	1	
Vampir_aussehen	1	
Vakuum_verschließen	1	
Vakuum_trocknen	1	
Vakuum_garen	1	
Utopie_denken	1	
User_verschulden	1	
User_bezogen	1	
User_anlegen	1	
Ursache_aufzuklären	1	
Uro_pathogen	1	
Uro_finden	1	
Urlaub_verbringen	1	
Urlaub_fahren	1	
Urin_untersuchen	1	
Urin_testen	1	
Urin_markieren	1	
Urin_desinfizieren	1	
Urin_auslaufen	1	
Urin_absetzen	1	
Update_klicken	1	
Update_aussteigen	1	
Update_anfragen	1	
Unterschied_machen	1	
Unternehmen_setzen	1	
Unternehmen_nehmen	1	
Unternehmen_denken	1	
Unternehmen_bieten	1	
Unternehmen_beraten	1	
Unterhalt_berechtigen	1	
Unruhe_stiften	1	
Unrat_fressen	1	
Unkraut_vertilgen	1	
Unkraut_vernichten	1	
Unkraut_entfernen	1	
Unisono_schalten	1	
Union_austreten	1	
Uniform_tragen	1	
Ungnade_gefallen	1	
Unfug_beheben	1	
Unfall_wägen	1	
Umwelt_übereinkommen	1	
Umwelt_zerstören	1	
Umwelt_schonen	1	
Umwelt_karzinogen	1	
Umwelt_gebaren	1	
Umwelt_empfinden	1	
Umwelt_behören	1	
Umweg_fahren	1	
Umsatz_verbunden	1	
Umsatz_denken	1	
Umsatz_bezogen	1	
Umlauf_geben	1	
Umlauf_bringen	1	
Umfeld_bezogen	1	
Umfang_vorliegen	1	
Ultraschall_verschweißen	1	
Ultraschall_getrieben	1	
Ultraschall_gelen	1	
Uhr_stornieren	1	
Ufer_schlenzen	1	
Ufer_erklimmen	1	
Türmchen_drehen	1	
Türchen_öffnen	1	
Tür_zuziehen	1	
Tür_zuschlagen	1	
Tür_veranstalten	1	
Tür_quietschen	1	
Tür_läuten	1	
Tür_lauschen	1	
Tür_lackieren	1	
Tür_aufschließen	1	
Tür_aufreißen	1	
Tür_ahmen	1	
Töpfchen_denken	1	
Tätigkeit_haben	1	
Typ_checken	1	
Typ_bezogen	1	
Twist_tanzen	1	
Twist_erzupfen	1	
Tusche_zeichnen	1	
Turnier_werfen	1	
Turnier_veranstalten	1	
Turnier_stylen	1	
Turnier_mitspielen	1	
Turnier_eigen	1	
Turm_drehen	1	
Turm_blasen	1	
Turm_bauen	1	
Turbo_umbauen	1	
Turbo_fressen	1	
Turbo_brummen	1	
Tun_erarbeiten	1	
Tumor_fortschreiten	1	
Tumor_befallen	1	
Tumor_ansprechen	1	
Tugend_üben	1	
Tuch_machen	1	
Tuch_auflegen	1	
Tuch_abnehmen	1	
Tube_fahren	1	
Trübsal_blasen	1	
Tross_wägen	1	
Tross_singen	1	
Tross_erkarten	1	
Trommel_schlagen	1	
Trommel_drehen	1	
Troll_hausen	1	
Trizeps_ziehen	1	
Tripel_tippen	1	
Trimm_radfahren	1	
Trikot_werfen	1	
Trikot_reißen	1	
Triebwerk_anlassen	1	
Trick_zeichnen	1	
Trick_fahren	1	
Trichter_saufen	1	
Tribut_denken	1	
Triangel_spielen	1	
Treppe_fegen	1	
Trennung_kommentieren	1	
Trend_vorsagen	1	
Trend_bezogen	1	
Trekking_erfahren	1	
Treiber_nachziehen	1	
Treiber_installieren	1	
Traum_verstehen	1	
Traum_versenken	1	
Traum_mitarbeiten	1	
Traum_erschaffen	1	
Traum_beladen	1	
Traum_aussehen	1	
Trauer_gedenken	1	
Trauer_fasten	1	
Trauer_erleben	1	
Trauer_empfinden	1	
Trapp_schießen	1	
Trapez_surfen	1	
Trapez_fahren	1	
Transparenz_gebaren	1	
Transit_verkehren	1	
Transit_schalten	1	
Transit_betroffen	1	
Transistor_testen	1	
Transfer_gebaren	1	
Tran_formieren	1	
Tramway_fahren	1	
Tramp_erleben	1	
Tram_quietschen	1	
Traktor_ziehen	1	
Trainer_vorgeben	1	
Train_kommentieren	1	
Train_erfahren	1	
Trailer_aufbocken	1	
Trafo_surren	1	
Trab_fahren	1	
Tournee_springen	1	
Touristik_fahren	1	
Torso_haften	1	
Torf_suhlen	1	
Torf_placken	1	
Torf_fahren	1	
Tor_verschieben	1	
Tor_quietschen	1	
Tor_machen	1	
Tor_durchsagen	1	
Tor_borgen	1	
Toner_nachfüllen	1	
Ton_modellieren	1	
Ton_langen	1	
Ton_hören	1	
Ton_empfinden	1	
Ton_denken	1	
Ton_anlegen	1	
Toleranz_üben	1	
Toleranz_empfinden	1	
Toleranz_denken	1	
Toilette_machen	1	
Toilette_gehen	1	
Tod_zuschlagen	1	
Tod_treten	1	
Tod_schlagen	1	
Tod_schießen	1	
Tod_klicken	1	
Tod_dranessen	1	
Tod_ansagen	1	
Tochter_beauftragen	1	
Tobak_rauchen	1	
Titus_borgen	1	
Titel_gürten	1	
Tischler_zwingen	1	
Tisch_tanzen	1	
Tisch_setzen	1	
Tisch_schlagen	1	
Tisch_legen	1	
Tisch_kochen	1	
Tisch_klopfen	1	
Tisch_eindecken	1	
Tisch_dekorieren	1	
Tisch_decken	1	
Tisch_aufräumen	1	
Tisch_abwischen	1	
Tier_zähmen	1	
Tier_verursachen	1	
Tier_vergessen	1	
Tier_verbunden	1	
Tier_unterschlüpfen	1	
Tier_töten	1	
Tier_schnurren	1	
Tier_schlachten	1	
Tier_laben	1	
Tier_jagen	1	
Tier_hausen	1	
Tier_fangen	1	
Tier_beobachten	1	
Tiegel_ziehen	1	
Tief_landen	1	
Tief_gelegen	1	
Tief_geben	1	
Tief_entleeren	1	
Ticket_ziehen	1	
Ticket_verkaufen	1	
Ticket_bestellen	1	
Tibet_bezogen	1	
Thron_besteigen	1	
Thermo_gen	1	
Thermo_formen	1	
Thermik_finden	1	
Therapie_kochen	1	
Therapie_erübrigen	1	
Theorie_versagen	1	
Theologie_finden	1	
Theodizee_denken	1	
Theo_gen	1	
Thema_beschäftigen	1	
Theater_wirken	1	
Theater_haften	1	
Theater_gehen	1	
Theater_erleben	1	
Thai_boxen	1	
Text_zusammenstellen	1	
Text_verfassen	1	
Text_stricken	1	
Text_scrollen	1	
Text_gebunden	1	
Text_erstellen	1	
Text_erschließen	1	
Text_erkennen	1	
Text_erfassen	1	
Text_bezogen	1	
Text_bewegen	1	
Text_begehren	1	
Text_aussehen	1	
Text_aufsagen	1	
Text_anzuwenden	1	
Text_abhören	1	
Teufel_holen	1	
Teufel_besessen	1	
Test_wägen	1	
Test_werfen	1	
Test_tauchen	1	
Test_schweben	1	
Test_saufen	1	
Test_laufen	1	
Test_hausen	1	
Test_fischen	1	
Test_brennen	1	
Test_bilden	1	
Test_amten	1	
Tesla_fahren	1	
Terror_schieben	1	
Terror_anschlagen	1	
Terror_anrufen	1	
Territorium_denken	1	
Terrarium_gucken	1	
Terrakotta_fließen	1	
Termin_verschieben	1	
Termin_machen	1	
Termin_durchsagen	1	
Termin_abfragen	1	
Teppich_waschen	1	
Teppich_reinigen	1	
Teppich_fressen	1	
Teppich_ausrollen	1	
Tempo_verschleppen	1	
Tempo_verkürzen	1	
Tempo_seilspringen	1	
Tempo_empfinden	1	
Temperatur_trocknen	1	
Temperatur_surfen	1	
Temperatur_abfragen	1	
Tempera_tunen	1	
Tempel_hupfen	1	
Tempel_branden	1	
Tempel_bauen	1	
Tempel_anlangen	1	
Teller_verteilen	1	
Teller_schieben	1	
Teller_aufsetzen	1	
Teller_abräumen	1	
Teleskop_einstellen	1	
Telefonie_bezogen	1	
Telefon_nebenstellen	1	
Telefon_aufladen	1	
Telefon_anbieten	1	
Telefon_abzocken	1	
Teilnehmer_erhalten	1	
Teilnehmer_bezogen	1	
Teilnehmer_anfragen	1	
Teilchen_denken	1	
Teil_verstanden	1	
Teil_obsiegen	1	
Teil_mitsingen	1	
Teil_erschlossen	1	
Teil_entladen	1	
Teil_belasten	1	
Teil_auffüllen	1	
Teil_abkleben	1	
Teig_zubereiten	1	
Teig_waschen	1	
Teig_wahren	1	
Teig_tragen	1	
Teig_rühren	1	
Teig_patzen	1	
Teig_naschen	1	
Teig_machen	1	
Teig_formen	1	
Teig_bereiten	1	
Teig_ausrollen	1	
Teich_ziehen	1	
Teich_kneten	1	
Teich_bauen	1	
Teer_schwelen	1	
Technologie_offen	1	
Techno_logieren	1	
Technik_ziehen	1	
Technik_denken	1	
Team_kochen	1	
Team_killen	1	
Team_haben	1	
Team_fliegen	1	
Team_fechten	1	
Team_fahren	1	
Team_ertagen	1	
Team_erstunden	1	
Team_errunden	1	
Team_eigen	1	
Team_bloggen	1	
Team_biken	1	
Team_beraten	1	
Team_auftreten	1	
Team_absetzen	1	
Taxi_holen	1	
Tausch_getrieben	1	
Tausch_anbieten	1	
Tau_schnitzen	1	
Tau_balancieren	1	
Tat_umsetzen	1	
Taster_kennen	1	
Tastatur_abfragen	1	
Task_aufrufen	1	
Tasche_verschwinden	1	
Tasche_schieben	1	
Tarif_untergrenzen	1	
Tarif_testen	1	
Tarif_gebaren	1	
Target_nehmen	1	
Tanz_besehen	1	
Tanz_anfragen	1	
Tank_wägen	1	
Tank_schweißen	1	
Tank_schwappen	1	
Tank_leeren	1	
Talent_kaufen	1	
Talent_anwenden	1	
Taktik_unterrichten	1	
Taktik_fahren	1	
Taktik_bezogen	1	
Takt_zählen	1	
Tag_wachen	1	
Tag_durcharbeiten	1	
Tag_ausklingen	1	
Tafel_abwischen	1	
Tadel_haften	1	
Tacho_testen	1	
Tablett_abräumen	1	
Tablett_abbauen	1	
Tabelle_stehen	1	
Tabak_verbrennen	1	
Tabak_aufhängen	1	
Süßwasser_zuströmen	1	
Süße_empfinden	1	
Sühne_denken	1	
Süd_merzen	1	
Söldner_aussehen	1	
Säure_ätzen	1	
Säure_haften	1	
Sättigung_stauchen	1	
Säbel_wetzen	1	
Säbel_schlucken	1	
Säbel_hochheben	1	
Szene_asten	1	
Szenario_bezogen	1	
System_wiederherstellen	1	
System_verwenden	1	
System_verwalten	1	
System_verstehen	1	
System_vergleichen	1	
System_verarbeiten	1	
System_updaten	1	
System_umbauen	1	
System_gebunden	1	
System_aufrüsten	1	
Syndrom_denken	1	
Symptom_gezogen	1	
Symptom_gebunden	1	
Sympathie_heilen	1	
Sympathie_denken	1	
Symmetrie_empfinden	1	
Symbol_erleben	1	
Swing_tanzen	1	
Suppe_kochen	1	
Supermarkt_finden	1	
Sumpf_trockenlegen	1	
Suizid_drängen	1	
Suizid_begehren	1	
Sud_erbergen	1	
Sucht_haften	1	
Sucht_empfinden	1	
Sucht_drängen	1	
Sucht_betroffen	1	
Suche_anfragen	1	
Substanz_mischen	1	
Substanz_gebunden	1	
Substanz_erhalten	1	
Subjekt_bezogen	1	
Stütze_abrutschen	1	
Stückchen_laufen	1	
Störer_sollen	1	
Stöckchen_springen	1	
Ständchen_bringen	1	
Stäbchen_ziehen	1	
Stäbchen_sehen	1	
Sturm_laufen	1	
Stunk_machen	1	
Stunde_hinzuweisen	1	
Stunde_bedeuten	1	
Stuhl_runterspringen	1	
Stuhl_absetzen	1	
Studio_eigen	1	
Studiengang_informieren	1	
Studiengang_bezogen	1	
Studi_bauen	1	
Strähnchen_färben	1	
Strunk_befreien	1	
Struktur_testen	1	
Struktur_denken	1	
Strom_zusparen	1	
Strom_verschwenden	1	
Strom_trennen	1	
Strom_strippen	1	
Strom_stoßen	1	
Strom_produzieren	1	
Strom_nebenkosten	1	
Strom_losmachen	1	
Strom_getrieben	1	
Strom_fressen	1	
Strom_durchflossen	1	
Strom_brauchen	1	
Strom_betrieben	1	
Strom_beschließen	1	
Strom_aufvordringen	1	
Strom_aufdringen	1	
Strom_asten	1	
Stroh_schütten	1	
Stroh_schießen	1	
Stroh_mahlen	1	
Stroh_machen	1	
Stroh_legen	1	
Stroh_häufen	1	
Stroh_fressen	1	
Stroh_flechten	1	
Strich_werfen	1	
Strich_schießen	1	
Streusel_kucken	1	
Stress_trinken	1	
Stress_testen	1	
Stress_machen	1	
Stress_hören	1	
Stress_bezogen	1	
Stress_betroffen	1	
Stress_abbauen	1	
Streit_ragen	1	
Streit_machen	1	
Streit_hausen	1	
Streifen_wägen	1	
Strecke_machen	1	
Stream_erhaken	1	
Straßenbahn_wägen	1	
Straße_fegen	1	
Straße_bekommen	1	
Strauß_werfen	1	
Strand_surfen	1	
Strand_spazierengehen	1	
Strand_joggen	1	
Strand_cruisen	1	
Strand_baden	1	
Strand_ausfügen	1	
Stoß_zulüften	1	
Stoß_fechten	1	
Stoß_chloren	1	
Stoß_auffangen	1	
Story_mäßigen	1	
Story_bezogen	1	
Stopp_tanzen	1	
Stoff_nachpauken	1	
Stoff_laminieren	1	
Stoff_gebunden	1	
Stoff_färben	1	
Stoff_einlegen	1	
Stoff_bezogen	1	
Stock_werfen	1	
Stock_laufen	1	
Stimmung_machen	1	
Stimmung_anheizen	1	
Stimme_ermöglichen	1	
Stil_zeichnen	1	
Stil_denken	1	
Stifter_gedenken	1	
Stift_kauen	1	
Stier_laufen	1	
Stier_geboren	1	
Stiel_ansetzen	1	
Stiefel_trocken	1	
Stiefel_trinken	1	
Stiefel_schlurfen	1	
Stiefel_schlagen	1	
Stiefel_saufen	1	
Stiefel_anziehen	1	
Stichwort_haften	1	
Steuer_vergünstigen	1	
Steuer_senken	1	
Steuer_schocken	1	
Steuer_latschen	1	
Steuer_hinterzogen	1	
Steuer_gebaren	1	
Steuer_eintreiben	1	
Steuer_bevollmächtigen	1	
Steuer_beraten	1	
Steuer_anlangen	1	
Stern_zeichnen	1	
Stern_kaufen	1	
Stereo_hören	1	
Stereo_abhören	1	
Sterben_wollen	1	
Sterben_machen	1	
Stepp_tanzen	1	
Stephanus_steinigen	1	
Step_tanzen	1	
Stempel_löten	1	
Stempel_einfügen	1	
Stellvertreter_gebaren	1	
Stellung_einnehmen	1	
Stellung_beziehen	1	
Stellung_ahmen	1	
Stelle_verlieren	1	
Steinmetz_erarbeiten	1	
Steinkohle_nölen	1	
Steinchen_schubsen	1	
Stein_wälzen	1	
Stein_verlegen	1	
Stein_setzen	1	
Stein_schnitzen	1	
Stein_schlagen	1	
Stein_richten	1	
Stein_klopfen	1	
Stein_karren	1	
Stein_bezogen	1	
Stein_bewegen	1	
Stein_behauen	1	
Stein_baden	1	
Stein_aufsetzen	1	
Stein_aufnehmen	1	
Stecker_umpolen	1	
Stecker_löten	1	
Stecker_anschließen	1	
Stearin_lichten	1	
Steak_grillen	1	
Staub_waschen	1	
Staub_trocknen	1	
Staub_rausmachen	1	
Staub_fressen	1	
Staub_entfernen	1	
Staub_ausblasen	1	
Staub_aufzuspüren	1	
Stau_umfahren	1	
Stau_tuen	1	
Stau_stehen	1	
Status_übertragen	1	
Status_verteilen	1	
Statt_geben	1	
Start_willigen	1	
Start_helfen	1	
Start_bedingen	1	
Start_abfragen	1	
Star_montieren	1	
Star_bedingen	1	
Stapel_scannen	1	
Stapel_laufen	1	
Stapel_fahren	1	
Stapel_ausfahren	1	
Standort_eigen	1	
Standort_bezogen	1	
Standort_abfragen	1	
Standard_vorzelten	1	
Standard_verwahren	1	
Standard_vergleichen	1	
Standard_denken	1	
Standard_beginnen	1	
Standard_aussehen	1	
Stand_umsetzen	1	
Stand_reißen	1	
Stand_machen	1	
Stand_bewachen	1	
Stamm_ausrichten	1	
Stall_reinigen	1	
Stall_misten	1	
Stall_machen	1	
Stall_horchen	1	
Stahl_schmieden	1	
Stahl_schießen	1	
Stahl_produzieren	1	
Stahl_kochen	1	
Stahl_fegen	1	
Staffel_saufen	1	
Staffel_anfragen	1	
Stadt_verlassen	1	
Stadt_vergleichen	1	
Stadt_spähen	1	
Stadt_hindurchfahren	1	
Stadt_grünen	1	
Stadt_gestalten	1	
Stadt_erleben	1	
Stadt_entwerfen	1	
Stadt_bauen	1	
Stadt_anbringen	1	
Stadion_eigen	1	
Stadion_ansagen	1	
Stab_drehen	1	
Spätzle_hausen	1	
Spur_verstellen	1	
Spur_vermessen	1	
Spur_fahren	1	
Spur_bringen	1	
Spuk_haften	1	
Sprung_reiten	1	
Sprit_verblasen	1	
Sprit_runterfahren	1	
Sprit_einlegen	1	
Sprit_ablassen	1	
Sprengel_denken	1	
Sportwagen_herstellen	1	
Sportwagen_fahren	1	
Sport_verflochten	1	
Sport_veranstalten	1	
Sport_tanzen	1	
Sport_schauen	1	
Sport_laufen	1	
Sport_kämpfen	1	
Sport_hüten	1	
Sport_ficken	1	
Sport_bewerben	1	
Sport_betreiben	1	
Sport_besessen	1	
Sport_beflissen	1	
Sport_anlangen	1	
Sport_abeichen	1	
Splitter_richten	1	
Splint_ertreffen	1	
Spindel_wägen	1	
Spindel_ausüben	1	
Spieß_werfen	1	
Spielzeug_verstauen	1	
Spielzeug_hausen	1	
Spieler_unterladen	1	
Spieler_umkleiden	1	
Spieler_kleinhalten	1	
Spieler_getrieben	1	
Spieler_brauchen	1	
Spieler_aussehen	1	
Spieler_absterben	1	
Spiel_öffnen	1	
Spiel_verschleppen	1	
Spiel_verlassen	1	
Spiel_testen	1	
Spiel_starten	1	
Spiel_programmieren	1	
Spiel_mäßigen	1	
Spiel_installieren	1	
Spiel_gucken	1	
Spiel_grinsen	1	
Spiel_geworden	1	
Spiel_geraten	1	
Spiel_gehen	1	
Spiel_gefährden	1	
Spiel_erdenken	1	
Spiel_bezwingen	1	
Spiel_beginnen	1	
Spiel_baden	1	
Spiel_angucken	1	
Spiel_abstützen	1	
Spiel_abstürzen	1	
Spiegel_zücken	1	
Spiegel_zeichnen	1	
Spiegel_sehen	1	
Spiegel_schweißen	1	
Spiegel_gießen	1	
Spiegel_geboren	1	
Spiegel_fechten	1	
Spiegel_bohren	1	
Spezifikation_erfüllen	1	
Spezi_tippen	1	
Spende_verfügen	1	
Spende_ranfragen	1	
Spende_aufrufen	1	
Speise_wägen	1	
Speicher_platzen	1	
Speicher_kosten	1	
Speicher_anfragen	1	
Speichel_testen	1	
Speichel_lecken	1	
Speer_fechten	1	
Speed_halsen	1	
Spediteur_bedingen	1	
Specht_klopfen	1	
Spaß_töten	1	
Spaß_trinken	1	
Spaß_surfen	1	
Spaß_denken	1	
Spaß_biken	1	
Spaß_bieten	1	
Spaß_beißen	1	
Spaß_baden	1	
Spargel_schlemmen	1	
Spargel_pathogen	1	
Sparen_wollen	1	
Spann_zwingen	1	
Spann_flanschen	1	
Spanier_totschlagen	1	
Spam_registrieren	1	
Spam_löschen	1	
Spam_erverhalten	1	
Sowjet_gefangen	1	
Souvenir_jagen	1	
Sound_machen	1	
Sound_erwünschen	1	
Sound_erfinden	1	
Sound_beeinflussen	1	
Soul_surfen	1	
Sopran_heißen	1	
Sonne_trocknen	1	
Sonne_baden	1	
Song_komponieren	1	
Sonder_tilgen	1	
Sonder_flanschen	1	
Sonder_fahren	1	
Sonder_durchsagen	1	
Sonder_beauftragen	1	
Sonde_rausgeben	1	
Sonde_ranfertigen	1	
Sommer_grillen	1	
Sommer_glühen	1	
Sommer_abreisen	1	
Soll_heißen	1	
Solidar_empfinden	1	
Sofa_surfen	1	
Sofa_schlafen	1	
Sodomit_erverfahren	1	
Sockel_löten	1	
Snowboard_fortgeschritten	1	
Smog_reduzieren	1	
Slalom_reiten	1	
Skript_kaufen	1	
Sklaverei_denken	1	
Ski_zieren	1	
Ski_werfen	1	
Ski_wachsen	1	
Ski_gleiten	1	
Ski_fliegen	1	
Ski_erspitzen	1	
Ski_erschleppen	1	
Ski_erlaufen	1	
Ski_erfahren	1	
Ski_bewerben	1	
Skelett_röntgen	1	
Skelett_bezogen	1	
Skat_kloppen	1	
Skat_erzen	1	
Skat_boarden	1	
Skalp_nehmen	1	
Sitzplatz_anschauen	1	
Sitz_pissen	1	
Sitz_machen	1	
Sitz_fangen	1	
Sitz_ausbauen	1	
Sinus_brummen	1	
Sinologie_anwenden	1	
Sinn_streben	1	
Sinn_machen	1	
Sinn_generieren	1	
Sinn_deuten	1	
Single_abfragen	1	
Sims_irren	1	
Silvester_schießen	1	
Silvester_knallen	1	
Silikon_strippen	1	
Silikon_hydrogen	1	
Silikon_entfernen	1	
Silikon_balgen	1	
Silikon_aufspritzen	1	
Silber_umsponnen	1	
Silber_punzen	1	
Silber_hausen	1	
Signal_übersprechen	1	
Signal_hören	1	
Sigma_schweißen	1	
Sieger_grinsen	1	
Siegel_schnitzen	1	
Siegel_schneiden	1	
Sieg_munden	1	
Sieg_denken	1	
Siedler_aufzusteigen	1	
Siebener_geschworen	1	
Sieb_rauchen	1	
Sieb_abseihen	1	
Sicherung_testen	1	
Sicherheit_denken	1	
Show_springen	1	
Show_gebaren	1	
Show_frisieren	1	
Show_eigen	1	
Show_brüten	1	
Show_brüllen	1	
Shopping_hausen	1	
Shopping_gehen	1	
Shop_kaufen	1	
Shop_eintauschen	1	
Shop_eigen	1	
Shop_angeboten	1	
Shiatsu_geben	1	
Shell_tanken	1	
Shell_einrichten	1	
Shanty_singen	1	
Shampoo_kommentieren	1	
Sex_willigen	1	
Sex_shoppen	1	
Sex_faulen	1	
Sex_anfragen	1	
Set_lähmen	1	
Sessel_furzen	1	
Service_wägen	1	
Service_untersuchen	1	
Service_empfinden	1	
Service_begehren	1	
Server_umstellen	1	
Server_lahmlegen	1	
Server_finden	1	
Server_betreten	1	
Server_aufzunehmen	1	
Server_anfragen	1	
Server_abstürzen	1	
Sequenz_gelen	1	
Sensor_reinigen	1	
Sender_hinzufügen	1	
Sender_bestehen	1	
Seminar_leiten	1	
Semi_fortgeschritten	1	
Semester_bezogen	1	
Selbstmord_getrieben	1	
Selbsthilfe_bezogen	1	
Selbsthilfe_bauen	1	
Sekt_trinken	1	
Seite_einrichten	1	
Seine_eigen	1	
Seil_machen	1	
Seil_gehen	1	
Seil_drehen	1	
Seife_tauschen	1	
Seife_machen	1	
Segel_trimmen	1	
Segel_machen	1	
Segel_glühen	1	
Segel_erleben	1	
Segel_einholen	1	

