# Frequency list

# Corpus: decow16a-nano
# Query:  "[A-ZÄÖÜ][a-zäöüß]+_\+=?[a-z]+_[a-zäöüß]+en" 20020

# Frequency limit: 0


Full nominal compound analysis	Frequency	
Ikone_+n_verschwinden	1	
Ikone_+n_haften	1	
Idiot_+en_klären	1	
Identität_+s_vergleichen	1	
Idee_+n_holen	1	
Idee_+n_finden	1	
Idee_+n_bilden	1	
Hütte_+n_bauen	1	
Hürde_+n_überwinden	1	
Hürde_+n_springen	1	
Hülse_+n_ausziehen	1	
Hülle_+n_abstreifen	1	
Höhle_+n_zuforschen	1	
Höhergruppierung_+s_begehren	1	
Höhe_+n_schlagen	1	
Höhe_+n_laufen	1	
Höhe_+n_entsetzen	1	
Höhe_+n_angeben	1	
Hänger_+s_hausen	1	
Hut_+=e_aufsetzen	1	
Hund_+e_zusammenleben	1	
Hund_+e_vermehren	1	
Hund_+e_toben	1	
Hund_+e_schnarchen	1	
Hund_+e_poppen	1	
Hund_+e_kläffen	1	
Hund_+e_kacken	1	
Hund_+e_häufen	1	
Hund_+e_halten	1	
Hund_+e_gefangen	1	
Hund_+e_gebaren	1	
Hund_+e_besitzen	1	
Hund_+e_aussehen	1	
Hund_+e_anziehen	1	
Huhn_+=er_zählen	1	
Huhn_+=er_waschen	1	
Huhn_+=er_ausbrüten	1	
Huerde_+n_laufen	1	
Hucke_+n_hausen	1	
Hotel_+s_helfen	1	
Hostie_+n_verteilen	1	
Hose_+n_runterziehen	1	
Hose_+n_gucken	1	
Hose_+n_anlegen	1	
Hornisse_+n_tröten	1	
Homogenität_+s_denken	1	
Hoheit_+s_zeichnen	1	
Hoheit_+s_denken	1	
Hoffnung_+s_denken	1	
Hoehle_+n_bauen	1	
Hochzeit_+en_fotografieren	1	
Hirte_+n_denken	1	
Hirsch_+e_töten	1	
Himmel_+s_hausen	1	
Himmel_+s_entzücken	1	
Hexe_+n_verbrennen	1	
Hexe_+n_haften	1	
Hexe_+n_atmen	1	
Herz_+ens_hinzugeben	1	
Herrschaft_+s_streben	1	
Herrschaft_+s_begehren	1	
Herr_+en_mäßigen	1	
Herr_+en_denken	1	
Herde_+n_denken	1	
Herabsetzung_+s_begehren	1	
Helligkeit_+s_sehen	1	
Held_+en_erschaffen	1	
Heizung_+s_trocken	1	
Heizung_+s_nebenkosten	1	
Heirat_+s_werben	1	
Heirat_+s_begehren	1	
Heilung_+s_willigen	1	
Heilung_+s_schlafen	1	
Heilung_+s_beamen	1	
Heiligkeit_+s_streben	1	
Heilige_+n_haben	1	
Heilige_+n_gedenken	1	
Heil_+s_vorsprechen	1	
Heil_+s_denken	1	
Heide_+n_töten	1	
Heide_+n_abschlachten	1	
Heft_+e_vergleichen	1	
Hecke_+n_schneiden	1	
Hecke_+n_pissen	1	
Haushalt_+s_bezogen	1	
Hausaufgabe_+n_kontrollieren	1	
Haus_+=er_einstürzen	1	
Haube_+n_ziehen	1	
Hase_+n_schießen	1	
Hase_+n_leiten	1	
Handwerk_+s_nahen	1	
Handwerk_+s_eigen	1	
Handschuh_+e_tragen	1	
Handlung_+s_willigen	1	
Handlung_+s_empfehlen	1	
Handlung_+s_beginnen	1	
Handel_+s_beflissen	1	
Hand_+=e_schrubben	1	
Hand_+=e_schlecken	1	
Hand_+=e_reichen	1	
Hand_+=e_ineinanderlegen	1	
Hand_+=e_aufheben	1	
Hand_+=e_absägen	1	
Halle_+n_eigen	1	
Halde_+n_kaufen	1	
Hahn_+en_abschlagen	1	
Haftung_+s_übereinkommen	1	
Haar_+e_zählen	1	
Haar_+e_werfen	1	
Haar_+e_schwenken	1	
Haar_+e_reißen	1	
Haar_+e_rausreißen	1	
Haar_+e_kämmen	1	
Haar_+e_fegen	1	
Haar_+e_bleichen	1	
Haar_+e_bekommen	1	
Haar_+e_abschneiden	1	
Gut_+s_einwollen	1	
Gut_+s_eigen	1	
Gurt_+e_anlegen	1	
Gurke_+n_schälen	1	
Gurke_+n_hausen	1	
Gurke_+n_einlegen	1	
Gründung_+s_wirken	1	
Gründung_+s_offen	1	
Gründung_+s_bohren	1	
Größe_+n_befassen	1	
Größe_+n_angeben	1	
Gruppe_+n_zusammenwachsen	1	
Gruppe_+n_wohnen	1	
Gruppe_+n_unterrichten	1	
Gruppe_+n_trinken	1	
Gruppe_+n_tanzen	1	
Gruppe_+n_säugen	1	
Gruppe_+n_schnalzen	1	
Gruppe_+n_schmusen	1	
Gruppe_+n_schießen	1	
Gruppe_+n_gucken	1	
Gruppe_+n_gebunden	1	
Gruppe_+n_erwachen	1	
Gruppe_+n_ersuchen	1	
Gruppe_+n_entwurmen	1	
Gruppe_+n_anregen	1	
Grundstück_+s_zufahren	1	
Grundstück_+s_einfahren	1	
Grundstück_+s_anfragen	1	
Grundschule_+n_dienen	1	
Grundlage_+n_denken	1	
Grube_+n_ausheben	1	
Griff_+e_kloppen	1	
Grenze_+n_testen	1	
Gras_+=er_bestimmen	1	
Granate_+n_gießen	1	
Grab_+=er_finden	1	
Gott_+s_erbarmen	1	
Gott_+=er_wollen	1	
Gott_+=er_fühlen	1	
Gott_+=er_denken	1	
Goett_+er_schicken	1	
Gnom_+e_eigen	1	
Gnade_+n_wirken	1	
Gnade_+n_austeilen	1	
Glück_+s_grollen	1	
Glück_+s_begehren	1	
Gleichung_+s_umformen	1	
Gleichheit_+s_zeichnen	1	
Gleichheit_+s_denken	1	
Glaubwürdigkeit_+s_gebaren	1	
Glaubwürdigkeit_+s_anfragen	1	
Glaube_+ns_vertrieben	1	
Glaube_+ns_gefangen	1	
Glaube_+ns_erleben	1	
Glaube_+ns_besessen	1	
Glaube_+ns_bemühen	1	
Glaube_+n_müssen	1	
Glas_+=er_waschen	1	
Glas_+=er_schieben	1	
Glas_+=er_legen	1	
Gladiator_+en_aussehen	1	
Gitarre_+n_zupfen	1	
Gitarre_+n_zirpen	1	
Gitarre_+n_schwingen	1	
Gitarre_+n_laufen	1	
Gitarre_+n_lackieren	1	
Gitarre_+n_hochreißen	1	
Gitarre_+n_getrieben	1	
Gitarre_+n_dröhnen	1	
Gitarre_+n_befeuchten	1	
Girl_+s_hausen	1	
Giraffe_+n_unterarten	1	
Gilde_+n_springen	1	
Gilde_+n_kloppen	1	
Gewohnheit_+s_trinken	1	
Gewicht_+s_vergleichen	1	
Gewicht_+s_reduzieren	1	
Gewicht_+s_abmaßen	1	
Gewicht_+e_machen	1	
Gewerkschaft_+s_nehmen	1	
Gewandung_+s_saufen	1	
Getränk_+e_auffüllen	1	
Getrenntheit_+s_denken	1	
Gesundheit_+s_reiten	1	
Gesundheit_+s_kosen	1	
Gesundheit_+s_getrieben	1	
Gesundheit_+s_erleben	1	
Gesundheit_+s_denken	1	
Gesundheit_+s_beeinträchtigen	1	
Gesundheit_+s_abfragen	1	
Gestein_+s_bohren	1	
Geste_+n_simulieren	1	
Gestaltung_+s_willigen	1	
Gestaltung_+s_versagen	1	
Gestaltung_+s_erleben	1	
Gestaltung_+s_anfragen	1	
Gestalt_+en_bilden	1	
Gespräch_+s_begehren	1	
Gesinnung_+s_grinsen	1	
Gesicht_+s_wahren	1	
Gesicht_+s_verziehen	1	
Gesicht_+s_empfinden	1	
Gesicht_+s_abschwellen	1	
Gesicht_+er_verschmieren	1	
Gesicht_+er_erkennen	1	
Gesicht_+er_bemalen	1	
Geschäft_+s_läuten	1	
Geschäft_+s_erfahren	1	
Geschäft_+s_aufgeben	1	
Geschäft_+e_verrichten	1	
Geschwindigkeit_+s_vergleichen	1	
Geschmack_+s_bloggen	1	
Geschlecht_+s_verkehren	1	
Geschlecht_+s_denken	1	
Geschlecht_+er_unterscheiden	1	
Geschlecht_+er_trennen	1	
Geschlecht_+er_erkennen	1	
Geschlecht_+er_bezogen	1	
Geschicklichkeit_+s_reiten	1	
Geschicklichkeit_+s_einladen	1	
Geschichte_+n_hören	1	
Geschenk_+e_machen	1	
Gesang_+s_beflissen	1	
Gerücht_+e_machen	1	
Gerücht_+e_erfinden	1	
Geräusch_+e_machen	1	
Gerät_+e_versagen	1	
Gerät_+e_strippen	1	
Gerät_+e_abstürzen	1	
Geruch_+s_belästigen	1	
Gericht_+s_übersetzen	1	
Gericht_+s_ververfahren	1	
Gericht_+s_bezogen	1	
Geranie_+n_bluten	1	
Generation_+s_schießen	1	
Genehmigung_+s_fortschreiben	1	
Genehmigung_+s_begehren	1	
Gemeinschaft_+s_musizieren	1	
Gemeinschaft_+s_fressen	1	
Gemeinschaft_+s_entzogen	1	
Gemeinsamkeit_+s_empfinden	1	
Gemeinde_+n_denken	1	
Gelegenheit_+s_verkehren	1	
Gelegenheit_+s_telefonieren	1	
Geist_+er_zischen	1	
Geist_+er_vertreiben	1	
Geist_+er_landen	1	
Geist_+er_heilen	1	
Geist_+er_gefangen	1	
Geist_+er_fangen	1	
Geist_+er_beschwören	1	
Geist_+er_auszählen	1	
Gehäuse_+s_zurückzuführen	1	
Gehorsamkeit_+s_denken	1	
Gehalt_+s_verzichten	1	
Gegendarstellung_+s_begehren	1	
Gefühl_+s_beladen	1	
Gefecht_+s_exerzieren	1	
Gedicht_+e_rezitieren	1	
Gedanke_+n_würgen	1	
Gedanke_+n_werfen	1	
Gedanke_+n_versunken	1	
Gedanke_+n_springen	1	
Gedanke_+n_jagen	1	
Gedanke_+n_erschaffen	1	
Gedanke_+n_drängen	1	
Gedanke_+n_bilden	1	
Gedanke_+n_austauschen	1	
Gedanke_+n_abreißen	1	
Gebühr_+en_eintreiben	1	
Gebühr_+en_beauftragen	1	
Geburtstag_+s_singen	1	
Geburtstag_+s_reiten	1	
Geburtstag_+s_erwachsen	1	
Geburtstag_+s_anrufen	1	
Gebrauch_+s_reiten	1	
Gebrauch_+s_denken	1	
Geborgenheit_+s_erleben	1	
Gebiet_+s_abfragen	1	
Gebiet_+e_verbinden	1	
Gebet_+s_schälen	1	
Gebet_+s_heilen	1	
Gebet_+s_erleben	1	
Gebet_+e_verrichten	1	
Gattung_+s_denken	1	
Gast_+=e_singen	1	
Gast_+=e_flüchten	1	
Gasse_+n_charakterisieren	1	
Gardine_+n_waschen	1	
Gardine_+n_abnehmen	1	
Garbe_+n_aufstellen	1	
Garage_+n_einfahren	1	
Gans_+=e_springen	1	
Gans_+=e_gucken	1	
Gang_+=e_springen	1	
Gang_+=e_einlegen	1	
Füllung_+en_versorgen	1	
Fährte_+n_suchen	1	
Fähigkeit_+en_einsetzen	1	
Fähigkeit_+en_beschneiden	1	
Fuß_+=e_tauchen	1	
Fuß_+=e_scharren	1	
Fuß_+=e_hochlegen	1	
Fuß_+=e_binden	1	
Fuß_+=e_aufwärmen	1	
Fusion_+s_betrieben	1	
Furche_+n_ziehen	1	
Funktionalität_+s_denken	1	
Funktion_+en_haben	1	
Funke_+n_löschen	1	
Funke_+n_abbrennen	1	
Fund_+e_hausen	1	
Fuge_+n_reinigen	1	
Fueß_+e_waschen	1	
Frühling_+s_fasten	1	
Frühling_+s_ermatten	1	
Frühling_+s_erleben	1	
Frühling_+s_erahnen	1	
Frühling_+s_denken	1	
Frühling_+s_blühen	1	
Frühjahr_+s_fasten	1	
Frühjahr_+s_abkacken	1	
Fruehling_+s_erwachen	1	
Frucht_+=e_tragen	1	
Frucht_+=e_ernten	1	
Frosch_+=e_schlagen	1	
Frosch_+=e_lauschen	1	
Fritte_+n_verkaufen	1	
Fritte_+n_machen	1	
Fritte_+n_fressen	1	
Frist_+en_denken	1	
Frische_+n_schachten	1	
Friese_+n_reiten	1	
Friedrich_+s_hausen	1	
Friedrich_+s_haften	1	
Friedhof_+s_denken	1	
Frieden_+s_stiften	1	
Frieden_+s_erhalten	1	
Friede_+ns_wirken	1	
Friede_+ns_läuten	1	
Freund_+e_finden	1	
Freund_+e_aufnehmen	1	
Freude_+n_springen	1	
Freude_+n_grölen	1	
Freude_+n_grinsen	1	
Fremdheit_+s_erleben	1	
Fremdenverkehr_+s_beflissen	1	
Freitag_+s_läuten	1	
Freiheit_+s_wollen	1	
Freiheit_+s_willigen	1	
Freiheit_+s_streben	1	
Frau_+en_wirken	1	
Frau_+en_tragen	1	
Frau_+en_kicken	1	
Frau_+en_hausen	1	
Frau_+en_haben	1	
Frau_+en_erleben	1	
Frau_+en_bergsteigen	1	
Frau_+en_bereiten	1	
Frau_+en_beauftragen	1	
Frau_+en_baden	1	
Frau_+en_ankucken	1	
Fratze_+n_haften	1	
Fraktion_+s_übergreifen	1	
Fraktion_+s_denken	1	
Frage_+n_erstellen	1	
Foto_+s_machen	1	
Forum_+s_unterpunkten	1	
Forum_+s_surfen	1	
Forum_+s_denken	1	
Forum_+s_bumsen	1	
Forum_+s_besessen	1	
Fortschritt_+s_tröten	1	
Fortbildung_+s_veranstalten	1	
Forschung_+s_überblicken	1	
Forschung_+s_getrieben	1	
Form_+en_bauen	1	
Forderung_+s_begehren	1	
Folie_+n_überziehen	1	
Folie_+n_schneiden	1	
Folie_+n_bezogen	1	
Folge_+n_ermaßen	1	
Fläche_+n_verwinden	1	
Fläche_+n_lesen	1	
Fläche_+n_haften	1	
Fläche_+n_gebunden	1	
Fläche_+n_aufmaßen	1	
Fläche_+n_angeben	1	
Flut_+en_tosen	1	
Flotte_+n_werfen	1	
Flotte_+n_eigen	1	
Flosse_+n_aufstellen	1	
Floete_+n_bauen	1	
Fliese_+n_verlegen	1	
Fliege_+n_schnappen	1	
Fliege_+n_schmeißen	1	
Fliege_+n_killen	1	
Fliege_+n_jagen	1	
Fliege_+n_erschlagen	1	
Flasche_+n_klirren	1	
Flasche_+n_heben	1	
Flasche_+n_aufschrauben	1	
Flasche_+n_auffüllen	1	
Flanke_+n_pflücken	1	
Flagge_+n_verteidigen	1	
Flagge_+n_verbrennen	1	
Flagge_+n_signalisieren	1	
Flagge_+n_schubsen	1	
Fisch_+e_zählen	1	
Fisch_+e_gucken	1	
Finanzierung_+s_gebaren	1	
Finanzierung_+s_bausparen	1	
Film_+e_zuschauen	1	
Figur_+en_schieben	1	
Figur_+en_laufen	1	
Figur_+en_kneten	1	
Figur_+en_knallen	1	
Figur_+en_kaufen	1	
Figur_+en_drücken	1	
Figur_+en_bauen	1	
Feuchtigkeit_+s_empfinden	1	
Feuchtigkeit_+s_cremen	1	
Festtag_+s_läuten	1	
Felge_+n_schonen	1	
Felge_+n_ruinieren	1	
Felge_+n_reinigen	1	
Felge_+n_hausen	1	
Feld_+er_klicken	1	
Feiertag_+s_zocken	1	
Feiertag_+s_begehren	1	
Feier_+n_gehen	1	
Feder_+n_beschneiden	1	
Feder_+n_abbeißen	1	
Fassung_+s_vergleichen	1	
Fassade_+n_laufen	1	
Fasching_+s_besessen	1	
Farbe_+n_verstehen	1	
Farbe_+n_tragen	1	
Farbe_+n_sortieren	1	
Farbe_+n_hören	1	
Farbe_+n_geben	1	
Farbe_+n_fühlen	1	
Farbe_+n_ablaugen	1	
Familie_+n_willigen	1	
Familie_+n_singen	1	
Familie_+n_reiten	1	
Familie_+n_mäßigen	1	
Familie_+n_haben	1	
Familie_+n_fischen	1	
Familie_+n_fasten	1	
Familie_+n_auskommen	1	
Falte_+n_werfen	1	
Falte_+n_legen	1	
Falte_+n_entstehen	1	
Falte_+n_bilden	1	
Falle_+n_stellen	1	
Falle_+n_legen	1	
Falle_+n_gelassen	1	
Falle_+n_entschärfen	1	
Fahrkarte_+n_lösen	1	
Fahrkarte_+n_kaufen	1	
Fahne_+n_verbrennen	1	
Fahne_+n_tragen	1	
Fahne_+n_schlagen	1	
Fahne_+n_schieben	1	
Fahne_+n_mästen	1	
Fahne_+n_hissen	1	
Fackel_+n_jonglieren	1	
Fachkraft_+=e_austauschen	1	
Extrusion_+s_schweißen	1	
Extraktion_+s_schroten	1	
Exposition_+s_testen	1	
Exklusion_+s_empfinden	1	
Evolution_+s_wirken	1	
Evakuierung_+s_durchsagen	1	
Eule_+n_hausen	1	
Etikette_+n_herstellen	1	
Etikett_+en_lesen	1	
Essenz_+en_unterstützen	1	
Espresso_+s_tippen	1	
Esel_+s_reiten	1	
Erziehung_+s_gebaren	1	
Erwerb_+s_ausfüllen	1	
Erweiterung_+s_maßnehmen	1	
Ertrag_+s_getrieben	1	
Erstreckung_+s_begehren	1	
Erstling_+s_sauen	1	
Erstickung_+s_empfinden	1	
Erscheinung_+s_haften	1	
Erprobung_+s_schießen	1	
Erprobung_+s_fahren	1	
Erober_+n_wollen	1	
Ernährung_+s_beraten	1	
Erneuerung_+s_willigen	1	
Erneuerung_+s_denken	1	
Ermittlung_+s_gebaren	1	
Ermittlung_+s_fahren	1	
Ermittlung_+s_bemühen	1	
Ermittlung_+s_beauftragen	1	
Erlösung_+s_wirken	1	
Erleuchtung_+s_trinken	1	
Erleuchtung_+s_erleben	1	
Erleichterung_+s_aufatmen	1	
Erledigung_+s_begehren	1	
Erinnerung_+s_vorbringen	1	
Erinnerung_+s_anschreiben	1	
Erinner_+n_müssen	1	
Erhöhung_+s_begehren	1	
Erheiterung_+s_empfinden	1	
Erhaltung_+s_bedingen	1	
Ergänzung_+s_zeichnen	1	
Ergebnis_+e_erzielen	1	
Erfolg_+s_herunterbeten	1	
Erfolg_+s_empfinden	1	
Erfolg_+s_bezogen	1	
Erfolg_+s_ausschichten	1	
Erfahrung_+s_denken	1	
Erfahrung_+en_machen	1	
Erde_+n_verwelken	1	
Erdbeere_+n_pflücken	1	
Erbse_+n_einlegen	1	
Epoche_+n_überblicken	1	
Epoche_+n_denken	1	
Entzug_+s_willigen	1	
Entzug_+s_erscheinen	1	
Entwurf_+s_zeichnen	1	
Entwurf_+s_denken	1	
Entwicklung_+s_vorheben	1	
Entstempelung_+s_ersuchen	1	
Entspannung_+s_glühen	1	
Entspannung_+s_erleben	1	
Entspannung_+s_atmen	1	
Entsiegelung_+s_begehren	1	
Entschuldigung_+s_vorbringen	1	
Entscheidung_+s_finden	1	
Entscheidung_+s_bereiten	1	
Entlohnung_+s_bedingen	1	
Entlastung_+s_trinken	1	
Entfremdung_+s_erleben	1	
Entfernung_+s_schätzen	1	
Entfernung_+s_hören	1	
Entemotionalisierung_+s_denken	1	
Enteignung_+s_begehren	1	
Ente_+n_vertilgen	1	
Entbindung_+s_begehren	1	
Engel_+s_läuten	1	
Empörung_+s_empfinden	1	
Empfang_+s_vertreten	1	
Emotion_+en_fangen	1	
Elster_+n_vertreiben	1	
Elite_+n_denken	1	
Elfe_+n_gefangen	1	
Element_+e_kontrollieren	1	
Elektrode_+n_schieben	1	
Elefant_+en_jagen	1	
Elefant_+en_hacken	1	
Elb_+en_landen	1	
Eiter_+s_tippen	1	
Einzigartigkeit_+s_bemühen	1	
Einweihung_+s_schießen	1	
Einwanderung_+s_begehren	1	
Einstieg_+s_willigen	1	
Einstellung_+s_begehren	1	
Einsicht_+s_ersuchen	1	
Einrichtung_+s_getragen	1	
Einmalzahlung_+s_vergleichen	1	
Einkommen_+s_bezogen	1	
Einkauf_+s_tauschen	1	
Einkauf_+s_offen	1	
Einkauf_+s_empfinden	1	
Einkauf_+s_bezogen	1	
Einkauf_+s_anfragen	1	
Einigung_+s_streben	1	
Einheit_+s_streben	1	
Einheit_+s_aussehen	1	
Einheit_+en_verschieben	1	
Einheit_+en_jagen	1	
Einheit_+en_bauen	1	
Eingruppierung_+s_begehren	1	
Eingriff_+s_denken	1	
Einbruch_+s_empfinden	1	
Einbringung_+s_geboren	1	
Eigenständigkeit_+s_beharren	1	
Eigenschaft_+s_anfragen	1	
Eifersucht_+s_erleben	1	
Eifer_+s_hausen	1	
Ei_+er_wenden	1	
Ei_+er_tauschen	1	
Ei_+er_stoßen	1	
Ei_+er_schälen	1	
Ei_+er_schnurren	1	
Ei_+er_schnorren	1	
Ei_+er_schmücken	1	
Ei_+er_schmeißen	1	
Ei_+er_schieben	1	
Ei_+er_schenken	1	
Ei_+er_kucken	1	
Ei_+er_kippen	1	
Ei_+er_geien	1	
Ei_+er_fangen	1	
Ei_+er_backen	1	
Ei_+er_auspusten	1	
Ei_+er_ausbrüten	1	
Ei_+er_abwerfen	1	
Egge_+n_zinken	1	
Egalität_+s_denken	1	
Effekt_+e_überladen	1	
Edition_+s_begehren	1	
Ecke_+n_wetzen	1	
Ecke_+n_verteilen	1	
Ecke_+n_stehen	1	
Ecke_+n_scharren	1	
Eber_+s_hausen	1	
Ebene_+n_laufen	1	
Düse_+n_führen	1	
Düne_+n_hüpfen	1	
Düne_+n_fahren	1	
Dämon_+en_kloppen	1	
Dämon_+en_besessen	1	
Dämmerung_+s_fühlen	1	
Dämmerung_+s_bellen	1	
Durchsuchung_+s_betroffen	1	
Durchsetzung_+s_begehren	1	
Durchlässigkeit_+s_beiwerten	1	
Durchgang_+s_verkehren	1	
Durchgang_+s_prüfen	1	
Durchführung_+s_bereinkommen	1	
Duft_+=e_beschreiben	1	
Druide_+n_mahlen	1	
Drohne_+n_bauen	1	
Droge_+n_gefangen	1	
Droge_+n_ausgeben	1	
Droge_+n_abhändigen	1	
Dreifaltigkeit_+s_denken	1	
Dreieck_+s_sprinten	1	
Dose_+n_trinken	1	
Dose_+n_gehen	1	
Domäne_+n_denken	1	
Dokumentation_+s_bevollmächtigen	1	
Dokument_+en_scannen	1	
Dogge_+n_hausen	1	
Diskussion_+s_willigen	1	
Diskussion_+en_auszuschließen	1	
Diskriminierung_+s_empfinden	1	
Diskriminierung_+s_betroffen	1	
Diode_+n_blinken	1	
Ding_+s_dabergen	1	
Ding_+s_bumsen	1	
Ding_+e_bewegen	1	
Diffusion_+s_kleben	1	
Dichtigkeit_+s_prüfen	1	
Diakonat_+s_weihen	1	
Deutung_+s_ebnen	1	
Depp_+en_hausen	1	
Denkmal_+=er_erhalten	1	
Demonstrant_+en_haben	1	
Deich_+s_hausen	1	
Deich_+e_sprengen	1	
Dehnung_+s_fügen	1	
Deckung_+s_beitragen	1	
Decke_+n_reißen	1	
Decke_+n_kaufen	1	
Decke_+n_balgen	1	
Datum_+s_bezogen	1	
Datum_+s_abfragen	1	
Datei_+en_wiederherzustellen	1	
Datei_+en_benötigen	1	
Dasein_+s_erleben	1	
Darstellung_+s_würdigen	1	
Dame_+n_springen	1	
Collage_+n_machen	1	
Clan_+s_denken	1	
Christ_+en_landen	1	
Charge_+n_bezogen	1	
Chance_+n_versieben	1	
Chance_+n_haben	1	
Chance_+n_auslassen	1	
Bürste_+n_machen	1	
Bürokrat_+en_denken	1	
Bürge_+n_nehmen	1	
Bürge_+n_nahen	1	
Bühne_+n_agieren	1	
Bühne_+n_abschreiten	1	
Büchse_+n_machen	1	
Büchse_+n_hausen	1	
Böschung_+s_mähen	1	
Börse_+n_abstürzen	1	
Bär_+en_tapsen	1	
Bär_+en_schießen	1	
Bär_+en_reiten	1	
Bär_+en_fangen	1	
Button_+s_bestellen	1	
Bundestag_+s_durchtrieben	1	
Bundestag_+s_anfragen	1	
Bund_+=e_bearbeiten	1	
Bullauge_+n_bohren	1	
Buchstabe_+n_tanzen	1	
Buchstabe_+n_mischen	1	
Buchstabe_+n_konvertieren	1	
Buchstabe_+n_kennen	1	
Buch_+s_traben	1	
Buch_+=er_shoppen	1	
Buch_+=er_scannen	1	
Buch_+=er_geben	1	
Buch_+=er_eintragen	1	
Buch_+=er_einstellen	1	
Buch_+=er_einschlagen	1	
Buch_+=er_denken	1	
Buch_+=er_betrachten	1	
Buch_+=er_anschauen	1	
Buch_+=er_abgeben	1	
Bube_+n_hausen	1	
Bub_+en_überwachen	1	
Brücke_+n_löten	1	
Brücke_+n_legen	1	
Brücke_+n_konstruieren	1	
Brücke_+n_einreißen	1	
Bräunung_+s_willigen	1	
Bruecke_+n_bauen	1	
Broschüre_+n_fertigen	1	
Brille_+n_aussuchen	1	
Briefmarke_+n_lecken	1	
Briefmarke_+n_anlecken	1	
Brief_+e_verschicken	1	
Brief_+e_tippen	1	
Brief_+e_sortieren	1	
Brett_+er_bohren	1	
Bremse_+n_versagen	1	
Bremse_+n_nachstellen	1	
Bremse_+n_lösen	1	
Bremse_+n_auszurüsten	1	
Braue_+n_zusammenziehen	1	
Braue_+n_färben	1	
Brauchtum_+s_heilen	1	
Branche_+n_wirken	1	
Branche_+n_haben	1	
Branche_+n_denken	1	
Box_+en_bauen	1	
Boot_+s_schwanken	1	
Boot_+s_bauen	1	
Boot_+e_gucken	1	
Bonität_+s_anfragen	1	
Bond_+s_töten	1	
Bonbon_+s_werfen	1	
Bommel_+s_hausen	1	
Bombe_+n_heulen	1	
Bombe_+n_anbringen	1	
Boje_+n_mitbringen	1	
Boje_+n_festmachen	1	
Bohne_+n_brechen	1	
Bo_+e_necken	1	
Blüte_+n_öffnen	1	
Blüte_+n_streuen	1	
Blüte_+n_machen	1	
Blüte_+n_knäulen	1	
Blut_+s_vertrieben	1	
Blume_+n_züchten	1	
Blume_+n_verteilen	1	
Blume_+n_umtopfen	1	
Blume_+n_holen	1	
Blume_+n_fertigen	1	
Blume_+n_beten	1	
Blume_+n_arrangieren	1	
Block_+=e_bauen	1	
Blendung_+s_empfinden	1	
Blatt_+=er_gebacken	1	
Blatt_+=er_fegen	1	
Blatt_+=er_bekommen	1	
Blatt_+=er_abkochen	1	
Blase_+n_laufen	1	
Blase_+n_brennen	1	
Blase_+n_bilden	1	
Blase_+n_ausstechen	1	
Blase_+n_abfangen	1	
Bindung_+s_hoffen	1	
Bindung_+s_erleben	1	
Bildung_+s_weihen	1	
Bildung_+s_verlieren	1	
Bildung_+s_streiken	1	
Bildung_+s_streben	1	
Bildung_+s_empfinden	1	
Bildung_+s_einrichten	1	
Bildung_+s_denken	1	
Bildung_+s_bemühen	1	
Bildung_+s_ausgeben	1	
Bild_+er_voransichten	1	
Bild_+er_verlinken	1	
Bild_+er_knipsen	1	
Bild_+er_kleben	1	
Bild_+er_erstellen	1	
Bild_+er_bestehen	1	
Bild_+er_bereitstellen	1	
Bild_+er_beeinflussen	1	
Bild_+er_angucken	1	
Bild_+er_absuchen	1	
Biene_+n_züchten	1	
Biene_+n_zuhalten	1	
Biene_+n_verschwinden	1	
Beziehung_+s_willigen	1	
Beziehung_+s_klären	1	
Beziehung_+s_erleben	1	
Beziehung_+s_bezogen	1	
Bewährung_+s_straffen	1	
Bewertung_+s_pushen	1	
Bewerbung_+s_vortanzen	1	
Bewerbung_+s_laufen	1	
Bewerbung_+s_bemühen	1	
Bewegung_+s_willigen	1	
Bewegung_+s_sitzen	1	
Bewegung_+s_erleben	1	
Bewegung_+s_erfassen	1	
Bevölkerung_+s_reduzieren	1	
Beule_+n_ausziehen	1	
Bett_+en_umstellen	1	
Bett_+en_schlafen	1	
Bett_+en_richten	1	
Betrieb_+s_kosen	1	
Betrieb_+s_haften	1	
Betreuung_+s_ersuchen	1	
Beteiligung_+s_willigen	1	
Besuch_+s_willigen	1	
Besuch_+s_einreisen	1	
Bestätigung_+s_testen	1	
Bestätigung_+s_erleben	1	
Bestreitung_+s_begehren	1	
Bestimmung_+s_anfragen	1	
Bestand_+s_bezogen	1	
Bestand_+s_aufnehmen	1	
Bestand_+s_anfragen	1	
Besoldung_+s_begehren	1	
Beschäftigung_+s_raufen	1	
Beschäftigung_+s_begehren	1	
Beruf_+s_verstoßen	1	
Beruf_+s_starten	1	
Beruf_+s_erwachsen	1	
Beruf_+s_denken	1	
Beruf_+s_bezogen	1	
Bericht_+s_erfahren	1	
Bergwerk_+s_beflissen	1	
Bergwerk_+s_anlangen	1	
Berg_+e_bieten	1	
Bereich_+s_bezogen	1	
Beratung_+s_versagen	1	
Beratung_+s_singen	1	
Beratung_+s_gebaren	1	
Beratung_+s_erfahren	1	
Beratung_+s_einrichten	1	
Bequemlichkeit_+s_denken	1	
Benachteiligung_+s_empfinden	1	
Bemessung_+s_auflasten	1	
Belohnung_+s_würdigen	1	
Belohnung_+s_empfinden	1	
Belegung_+s_anfragen	1	
