Index	Noun	Verb	Linking	Prefix	Particle	Freq	Nounpl	Verbpp	Verbzu	Verbfin
136	Geist	heilen	0			31	Geister	geheilt	X	heilte|heile|heilt|heilten|heilen
324	Willkommen	heißen	0			11	Willkommens	geheißen	X	heißen|hiess|heisst|heißt|hieße|heißet|hieß|hießen|heisse|heissen|heiße
469	Kopf	hochreißen	0		hoch	7	Köpfe	hochgerissen	hochzureißen	hochreisst|hochreissen|hochreißen|hochreißt
355	Stab	hochspringen	0		hoch	10	Stäbe	hochgesprungen	hochzuspringen	hochspringen
35	Luft	holen	0			151	Lüften	geholt	X	holst|holt|holte|holten|holen|hole
60	Atem	holen	0			85	Atem	geholt	X	holst|holt|holte|holten|holen|hole
97	Wasser	holen	0			47	Wassern	geholt	X	holst|holt|holte|holten|holen|hole
128	Brötchen	holen	0			34	Brötchen	geholt	X	holst|holt|holte|holten|holen|hole
196	Bier	holen	0			20	Biere	geholt	X	holst|holt|holte|holten|holen|hole
328	Schwung	holen	0			11	Schwüngen	geholt	X	holst|holt|holte|holten|holen|hole
439	Appetit	holen	0			8	Appetite	geholt	X	holst|holt|holte|holten|holen|hole
472	Kiel	holen	0			7	Kiele	geholt	X	holst|holt|holte|holten|holen|hole
525	Milch	holen	0			6	Milch	geholt	X	holst|holt|holte|holten|holen|hole
638	Holz	holen	0			5	Hölzer	geholt	X	holst|holt|holte|holten|holen|hole
14	Musik	hören	0			398	Musiken	gehört	X	hörst|hörte|höret|hört|höre|hören|hörten|hörtest
31	Probe	hören	0			163	Proben	gehört	X	hörst|hörte|höret|hört|höre|hören|hörten|hörtest
68	Radio	hören	0			71	Radios	gehört	X	hörst|hörte|höret|hört|höre|hören|hörten|hörtest
282	Test	hören	0			13	Tests	gehört	X	hörst|hörte|höret|hört|höre|hören|hörten|hörtest
366	Kopf	hören	0			10	Köpfe	gehört	X	hörst|hörte|höret|hört|höre|hören|hörten|hörtest
133	Insel	hüpfen	0			32	Inseln	gehüpft	X	hüpften|hüpfe|hüpft|hüpfen|hüpfte
647	Grund	immunisieren	0			5	Gründen	Immunisiert	X	immunisiert|immunisierten|immunisieren
148	Unkraut	jäten	0			28	Unkräuter	gejätet	X	jätet|jäten|jäteten
105	Kaugummi	kauen	0			44	Kaugummis	gekaut	X	kaute|kauten|kauen|kaue|kaut
673	Auto	kaufen	0			5	auto	gekauft	X	kauften|kaufen|kaufe|kaufet|kauft|kaufst|kaufte
253	Maus	klicken	0			15	mäuse	geklickt	X	klickt|klickte|klicken|klickten
41	Schulter	klopfen	0			131	Schulter	geklopft	X	klopft|klopfte|klopften|klopfen|klopfe
235	Schenkel	klopfen	0			16	Schenkeln	geklopft	X	klopft|klopfte|klopften|klopfen|klopfe
421	Monster	kloppen	0			8	Monster	gekloppt	X	kloppt|kloppen|kloppte|kloppten
538	Hoden	kneifen	0			6	Hoden	gekniffen	X	kneift|kneife|kniff|kniffen|kneifen
283	Teig	kneten	0			13	Teige	geknetet	X	knetet|kneten|knete|kneteten|knetete
449	Teppich	knüpfen	0			7	Teppichen	geknüpft	X	knüpfen|knüpfe|knüpft|knüpften|knüpfte
532	Knoten	knüpfen	0			6	Knoten	geknüpft	X	knüpfen|knüpfe|knüpft|knüpften|knüpfte
69	Kaffee	kochen	0			69	Kaffees	gekocht	X	kocht|kochte|kochten|kochen|koche
167	Show	kochen	0			23	Shows	gekocht	X	kocht|kochte|kochten|kochen|koche
187	Wasser	kochen	0			20	Wassern	gekocht	X	kocht|kochte|kochten|kochen|koche
218	Essen	kochen	0			18	Essen	gekocht	X	kocht|kochte|kochten|kochen|koche
245	Würze	kochen	0			15	Würze	gekocht	X	kocht|kochte|kochten|kochen|koche
248	Tee	kochen	0			15	Tees	gekocht	X	kocht|kochte|kochten|kochen|koche
413	Reis	kochen	0			8	Reis	gekocht	X	kocht|kochte|kochten|kochen|koche
527	Marmelade	kochen	0			6	Marmeladen	gekocht	X	kocht|kochte|kochten|kochen|koche
77	Raub	kopieren	0			63	Raubs	kopiert	X	kopierte|kopiere|kopiert|kopierten|kopieren
455	Rücken	kraulen	0			7	Rücken	gekrault	X	kraulten|krault|kraulen|kraulte
670	Bauch	kraulen	0			5	Bäuche	gekrault	X	kraulten|krault|kraulen|kraulte
299	Arsch	kriechen	0			13	Ärsche	gekrochen	X	krochen|kriecht|kreucht|kroch|kreuchen|kriechen
353	Traum	landen	0			10	Träume	gelandet	X	landet|landete|lande|landen|landest|landeten
354	Stamm	landen	0			10	Stämme	gelandet	X	landet|landete|lande|landen|landest|landeten
658	Feuer	landen	0			5	Feuern	gelandet	X	landet|landete|lande|landen|landest|landeten
15	Wasser	lassen	0			380	Wassern	gelassen	X	laßt|ließt|lasst|liesse|liess|lässt|ließe|ließ|ließen|lassen|läßt|lasse
255	Harn	lassen	0			15	Harn	gelassen	X	laßt|ließt|lasst|liesse|liess|lässt|ließe|ließ|ließen|lassen|läßt|lasse
301	Ader	lassen	0			13	Ader	gelassen	X	laßt|ließt|lasst|liesse|liess|lässt|ließe|ließ|ließen|lassen|läßt|lasse
576	Zeit	lassen	0			5	Zeiten	gelassen	X	laßt|ließt|lasst|liesse|liess|lässt|ließe|ließ|ließen|lassen|läßt|lasse
20	Eis	laufen	0			264	Eis	gelaufen	X	liefe|lief|liefen|lauft|läufts|läuft|laufe|läufst|laufen
151	Amok	laufen	0			28	Amok	gelaufen	X	liefe|lief|liefen|lauft|läufts|läuft|laufe|läufst|laufen
203	Marathon	laufen	0			19	Marathons	gelaufen	X	liefe|lief|liefen|lauft|läufts|läuft|laufe|läufst|laufen
227	Feuer	laufen	0			17	Feuern	gelaufen	X	liefe|lief|liefen|lauft|läufts|läuft|laufe|läufst|laufen
259	Berg	laufen	0			15	Bergen	gelaufen	X	liefe|lief|liefen|lauft|läufts|läuft|laufe|läufst|laufen
327	Slalom	laufen	0			11	Slaloms	gelaufen	X	liefe|lief|liefen|lauft|läufts|läuft|laufe|läufst|laufen
373	Fuß	laufen	0			10	Füsse	gelaufen	X	liefe|lief|liefen|lauft|läufts|läuft|laufe|läufst|laufen
377	Cross	laufen	0			10	Cross	gelaufen	X	liefe|lief|liefen|lauft|läufts|läuft|laufe|läufst|laufen
391	Paar	laufen	0			9	Paare	gelaufen	X	liefe|lief|liefen|lauft|läufts|läuft|laufe|läufst|laufen
452	Show	laufen	0			7	Shows	gelaufen	X	liefe|lief|liefen|lauft|läufts|läuft|laufe|läufst|laufen
498	Watt	laufen	0			6	Watt	gelaufen	X	liefe|lief|liefen|lauft|läufts|läuft|laufe|läufst|laufen
500	Wasser	laufen	0			6	Wassern	gelaufen	X	liefe|lief|liefen|lauft|läufts|läuft|laufe|läufst|laufen
513	Schi	laufen	0			6	Schi	gelaufen	X	liefe|lief|liefen|lauft|läufts|läuft|laufe|läufst|laufen
568	Ausdauer	laufen	0			6	Ausdauer	gelaufen	X	liefe|lief|liefen|lauft|läufts|läuft|laufe|läufst|laufen
598	Seil	laufen	0			5	Seile	gelaufen	X	liefe|lief|liefen|lauft|läufts|läuft|laufe|läufst|laufen
626	Leine	laufen	0			5	Leinen	gelaufen	X	liefe|lief|liefen|lauft|läufts|läuft|laufe|läufst|laufen
666	Bogen	laufen	0			5	Bögen	gelaufen	X	liefe|lief|liefen|lauft|läufts|läuft|laufe|läufst|laufen
298	Arsch	lecken	0			13	Ärsche	geleckt	X	leckt|leckte|lecken|lecke|leckten
361	Mast	legen	0			10	Masten	gelegt	X	legte|legst|lege|legten|legen|legt
369	Grab	legen	0			10	Gräber	gelegt	X	legte|legst|lege|legten|legen|legt
434	Feuer	legen	0			8	Feuern	gelegt	X	legte|legst|lege|legten|legen|legt
562	Boden	legen	0			6	Böden	gelegt	X	legte|legst|lege|legten|legen|legt
635	Kabel	legen	0			5	Kabeln	gelegt	X	legte|legst|lege|legten|legen|legt
234	Spiel	leiten	0			16	Spiele	geleitet	X	leitet|leitete|leitest|leiteten|leiten|leite
100	Feder	lesen	0			47	Federn	gelesen	X	lest|läse|last|läsen|liest|lese|lesen|leset|lasen|las
630	Korrektur	lesen	0			5	Korrekturen	gelesen	X	lest|läse|last|läsen|liest|lese|lesen|leset|lasen|las
675	Anker	lichten	0			5	Anker	gelichtet	X	lichtet|lichte|lichtete|lichteten|lichten
427	Kalk	löschen	0			8	Kalkes	gelöscht	X	löschte|löschten|löscht|löschen|lösche
334	Rätsel	lösen	0			11	Rätsel	gelöst	X	lösten|lösen|löste|löse|löst
387	Schleim	lösen	0			9	Schleime	gelöst	X	lösten|lösen|löste|löse|löst
430	Haken	lösen	0			8	Haken	gelöst	X	lösten|lösen|löste|löse|löst
443	Wasser	lösen	0			7	Wassern	gelöst	X	lösten|lösen|löste|löse|löst
152	Daumen	lutschen	0			27	Daumen	gelutscht	X	lutschten|lutschte|lutschen|lutscht
602	Schwanz	lutschen	0			5	Schwänze	gelutscht	X	lutschten|lutschte|lutschen|lutscht
29	Musik	machen	0			187	Musiken	gemacht	X	macht|machte|machet|mache|machst|machten|machen|machts
71	Feuer	machen	0			68	Feuern	gemacht	X	macht|machte|machet|mache|machst|machten|machen|machts
79	Mut	machen	0			61	Mutes	gemacht	X	macht|machte|machet|mache|machst|machten|machen|machts
112	Radio	machen	0			40	Radios	gemacht	X	macht|machte|machet|mache|machst|machten|machen|machts
150	Beute	machen	0			28	Beute	gemacht	X	macht|machte|machet|mache|machst|machten|machen|machts
161	Schluss	machen	0			24	Schlüsse	gemacht	X	macht|machte|machet|mache|machst|machten|machen|machts
163	Party	machen	0			24	Partys	gemacht	X	macht|machte|machet|mache|machst|machten|machen|machts
171	Pipi	machen	0			23	Pipi	gemacht	X	macht|machte|machet|mache|machst|machten|machen|machts
226	Geld	machen	0			17	Gelder	gemacht	X	macht|machte|machet|mache|machst|machten|machen|machts
254	Liebe	machen	0			15	Liebe	gemacht	X	macht|machte|machet|mache|machst|machten|machen|machts
257	Glas	machen	0			15	Gläsern	gemacht	X	macht|machte|machet|mache|machst|machten|machen|machts
262	Theater	machen	0			14	Theatern	gemacht	X	macht|machte|machet|mache|machst|machten|machen|machts
275	Grab	machen	0			14	Gräber	gemacht	X	macht|machte|machet|mache|machst|machten|machen|machts
288	Politik	machen	0			13	Politiken	gemacht	X	macht|machte|machet|mache|machst|machten|machen|machts
305	Wein	machen	0			12	Weine	gemacht	X	macht|machte|machet|mache|machst|machten|machen|machts
316	Heu	machen	0			12	Heu	gemacht	X	macht|machte|machet|mache|machst|machten|machen|machts
322	Angst	machen	0			12	Ängsten	gemacht	X	macht|machte|machet|mache|machst|machten|machen|machts
338	Kopf	machen	0			11	Köpfe	gemacht	X	macht|machte|machet|mache|machst|machten|machen|machts
344	Fehler	machen	0			11	Fehler	gemacht	X	macht|machte|machet|mache|machst|machten|machen|machts
389	Platz	machen	0			9	Plätze	gemacht	X	macht|machte|machet|mache|machst|machten|machen|machts
400	Holz	machen	0			9	Hölzer	gemacht	X	macht|machte|machet|mache|machst|machten|machen|machts
446	Urlaub	machen	0			7	Urlaubs	gemacht	X	macht|machte|machet|mache|machst|machten|machen|machts
459	Profit	machen	0			7	Profite	gemacht	X	macht|machte|machet|mache|machst|machten|machen|machts
530	Käse	machen	0			6	Käse	gemacht	X	macht|machte|machet|mache|machst|machten|machen|machts
547	Foto	machen	0			6	Fotos	gemacht	X	macht|machte|machet|mache|machst|machten|machen|machts
585	Tempo	machen	0			5	Tempi	gemacht	X	macht|machte|machet|mache|machst|machten|machen|machts
621	Lust	machen	0			5	Lüste	gemacht	X	macht|machte|machet|mache|machst|machten|machen|machts
629	Kreuzchen	machen	0			5	Kreuzchen	gemacht	X	macht|machte|machet|mache|machst|machten|machen|machts
655	Frühstück	machen	0			5	Frühstücken	gemacht	X	macht|machte|machet|mache|machst|machten|machen|machts
28	Rasen	mähen	0			200	Rasen	gemäht	X	mähe|mäht|mähten|mähte|mähen
395	Kiefer	mahlen	0			9	Kiefern	gemahlen	X	mahlten|mahlen|mahlte|mahle|mahlt
468	Korn	mahlen	0			7	Körnern	gemahlen	X	mahlten|mahlen|mahlte|mahle|mahlt
650	Getreide	mahlen	0			5	Getreide	gemahlen	X	mahlten|mahlen|mahlte|mahle|mahlt
393	Kuh	melken	0			9	Kühe	gemolken	X	molk|melkt|melken
216	Gift	mischen	0			18	Gifte	gemischt	X	mischt|mischte|mische|mischen|mischst|mischten
380	Ballon	modellieren	0			10	Ballons	modelliert	X	modellierten|modellierte|modellieren|modelliert
379	Bett	nässen	0			10	Betten	genäßt	X	nässt|nässen|näßt
4	Teil	nehmen	0			848	Teile	genommen	X	nehmen|nimmst|nehm|nehme|nahmst|nahm|nähmen|nimmt|nähme|nehmt|nahmen
21	Abschied	nehmen	0			259	Abschiede	genommen	X	nehmen|nimmst|nehm|nehme|nahmst|nahm|nähmen|nimmt|nähme|nehmt|nahmen
109	Maß	nehmen	0			41	Maße	genommen	X	nehmen|nimmst|nehm|nehme|nahmst|nahm|nähmen|nimmt|nähme|nehmt|nahmen
170	Platz	nehmen	0			23	Plätze	genommen	X	nehmen|nimmst|nehm|nehme|nahmst|nahm|nähmen|nimmt|nähme|nehmt|nahmen
381	Anteil	nehmen	0			10	Anteilen	genommen	X	nehmen|nimmst|nehm|nehme|nahmst|nahm|nähmen|nimmt|nähme|nehmt|nahmen
405	Abstand	nehmen	0			9	Abständen	genommen	X	nehmen|nimmst|nehm|nehme|nahmst|nahm|nähmen|nimmt|nähme|nehmt|nahmen
495	Zeit	nehmen	0			6	Zeiten	genommen	X	nehmen|nimmst|nehm|nehme|nahmst|nahm|nähmen|nimmt|nähme|nehmt|nahmen
499	Wasser	nehmen	0			6	Wassern	genommen	X	nehmen|nimmst|nehm|nehme|nahmst|nahm|nähmen|nimmt|nähme|nehmt|nahmen
505	Stellung	nehmen	0			6	Stellungen	genommen	X	nehmen|nimmst|nehm|nehme|nahmst|nahm|nähmen|nimmt|nähme|nehmt|nahmen
607	Rücksicht	nehmen	0			5	Rücksichten	genommen	X	nehmen|nimmst|nehm|nehme|nahmst|nahm|nähmen|nimmt|nähme|nehmt|nahmen
659	Einfluss	nehmen	0			5	Einflüssen	genommen	X	nehmen|nimmst|nehm|nehme|nahmst|nahm|nähmen|nimmt|nähme|nehmt|nahmen
23	Kopf	nicken	0			251	Köpfe	genickt	X	nickte|nickten|nicken|nickt|nickst|nicke
134	Tür	öffnen	0			31	Türen	geöffnet	X	öffneten|öffnest|öffne|öffnete|öffnet|öffnen
435	Blümchen	pflücken	0			8	Blümchen	gepflückt	X	pflückte|pflückten|pflücken|pflücke|pflückt
239	Feder	picken	0			16	Federn	gepickt	X	pickte|picket|pickt|pickten|picke|picken
620	Moral	predigen	0			5	Moral	gepredigt	X	predigen|predigst|predige|predigten|predigte|predigt
644	Hass	predigen	0			5	Hass	gepredigt	X	predigen|predigst|predige|predigten|predigte|predigt
424	Kreis	punzen	0			8	Kreise	gepunzt	X	punze|punzt|punzte|punztest|puntztet|puntzten
118	Kunstrad	fahren	0			36	Kunsträder	gefahren	X	radfährt|radfahren
608	Rätsel	raten	0			5	Rätsel	geraten	X	rät|rätst|raten|rate|riet|rieten
94	Tabak	rauchen	0			48	Tabaks	geraucht	X	raucht|rauchen|rauche|rauchst|rauchten|rauchte
520	Pfeife	rauchen	0			6	Pfeifen	geraucht	X	raucht|rauchen|rauche|rauchst|rauchten|rauchte
539	Haschisch	rauchen	0			6	Haschisch	geraucht	X	raucht|rauchen|rauche|rauchst|rauchten|rauchte
43	Kopf	rechnen	0			129	Köpfe	gerechnet	X	rechnet|rechne|rechneten|rechnete|rechnen|rechnest
113	Bruch	rechnen	0			39	Brüche	gerechnet	X	rechnet|rechne|rechneten|rechnete|rechnen|rechnest
169	Prozent	rechnen	0			23	Prozente	gerechnet	X	rechnet|rechne|rechneten|rechnete|rechnen|rechnest
205	Fach	rechnen	0			19	Fächern	gerechnet	X	rechnet|rechne|rechneten|rechnete|rechnen|rechnest
667	Blitz	rechnen	0			5	Blitzen	gerechnet	X	rechnet|rechne|rechneten|rechnete|rechnen|rechnest
456	Revier	reinigen	0			7	Reviere	gereinigt	X	reinige|reinigt|reinigten|reinigen|reinigte
502	Ultraschall	reinigen	0			6	Ultraschall	gereinigt	X	reinige|reinigt|reinigten|reinigen|reinigte
349	Zeit	reisen	0			10	Zeiten	gereist	X	reist|reiste|reisten|reisen|reise
18	Western	reiten	0			315	Western	geritten	X	ritt|reitet|reitest|reite|ritten|reiten
19	Pony	reiten	0			274	Ponys	geritten	X	ritt|reitet|reitest|reite|ritten|reiten
42	Dressur	reiten	0			131	Dressuren	geritten	X	ritt|reitet|reitest|reite|ritten|reiten
81	Distanz	reiten	0			59	Distanzen	geritten	X	ritt|reitet|reitest|reite|ritten|reiten
103	Kamel	reiten	0			45	Kamele	geritten	X	ritt|reitet|reitest|reite|ritten|reiten
116	Gelände	reiten	0			38	Geländen	geritten	X	ritt|reitet|reitest|reite|ritten|reiten
127	Probe	reiten	0			34	Proben	geritten	X	ritt|reitet|reitest|reite|ritten|reiten
154	Freizeit	reiten	0			26	Freizeiten	geritten	X	ritt|reitet|reitest|reite|ritten|reiten
159	Esel	reiten	0			25	Esel	geritten	X	ritt|reitet|reitest|reite|ritten|reiten
175	Ring	reiten	0			22	Ringe	geritten	X	ritt|reitet|reitest|reite|ritten|reiten
183	Jagd	reiten	0			21	Jagd	geritten	X	ritt|reitet|reitest|reite|ritten|reiten
221	Turnier	reiten	0			17	Turniere	geritten	X	ritt|reitet|reitest|reite|ritten|reiten
294	Hof	reiten	0			13	Höfen	geritten	X	ritt|reitet|reitest|reite|ritten|reiten
307	Schritt	reiten	0			12	Schritte	geritten	X	ritt|reitet|reitest|reite|ritten|reiten
402	Busch	reiten	0			9	Büschen	geritten	X	ritt|reitet|reitest|reite|ritten|reiten
419	Musik	reiten	0			8	Musiken	geritten	X	ritt|reitet|reitest|reite|ritten|reiten
473	Hindernis	reiten	0			7	Hindernisse	geritten	X	ritt|reitet|reitest|reite|ritten|reiten
509	Sport	reiten	0			6	Sports	geritten	X	ritt|reitet|reitest|reite|ritten|reiten
545	Gang	reiten	0			6	Gänge	geritten	X	ritt|reitet|reitest|reite|ritten|reiten
656	Fron	reiten	0			5	Fronen	geritten	X	ritt|reitet|reitest|reite|ritten|reiten
311	Ring	richten	0			12	Ringe	gerichtet	X	richten|richteten|richtet|richtete|richte
209	Wald	roden	0			18	Wäldern	gerodet	X	rodet|rodeten|roden|rode
618	Panorama	röntgen	0			5	Panoramen	geröntgt	X	röntgt|röntgen
45	Koma	saufen	0			124	Komas	gesoffen	X	sauft|säuft|saufen|soff|saufe|soffen
432	Frust	saufen	0			8	Frusts	gesoffen	X	sauft|säuft|saufen|soff|saufe|soffen
535	Kampf	saufen	0			6	Kämpfe	gesoffen	X	sauft|säuft|saufen|soff|saufe|soffen
553	Eimer	saufen	0			6	Eimern	gesoffen	X	sauft|säuft|saufen|soff|saufe|soffen
564	Bier	saufen	0			6	Biere	gesoffen	X	sauft|säuft|saufen|soff|saufe|soffen
657	Flatrate	saufen	0			5	Flatrate	gesoffen	X	sauft|säuft|saufen|soff|saufe|soffen
132	Kartoffel	schälen	0			32	Kartoffeln	geschält	X	schält|schäle|schälen|schälte|schälten
265	Schnee	schieben	0			14	Schnee	geschoben	X	schöben|schoben|schiebt|schiebst|schob|schiebe|schieben
408	Wache	schieben	0			8	Wachen	geschoben	X	schöben|schoben|schiebt|schiebst|schob|schiebe|schieben
5	Bogen	schießen	0			812	Bögen	geschossen	X	schoß|schiesst|schieße|schießen|schössen|schossen|schiesse|schoss|schießt|schiessen
33	Vogel	schießen	0			157	Vögel	geschossen	X	schoß|schiesst|schieße|schießen|schössen|schossen|schiesse|schoss|schießt|schiessen
36	Preis	schießen	0			146	Preisen	geschossen	X	schoß|schiesst|schieße|schießen|schössen|schossen|schiesse|schoss|schießt|schiessen
37	Penalty	schießen	0			139	Penaltys	geschossen	X	schoß|schiesst|schieße|schießen|schössen|schossen|schiesse|schoss|schießt|schiessen
52	Sport	schießen	0			96	Sports	geschossen	X	schoß|schiesst|schieße|schießen|schössen|schossen|schiesse|schoss|schießt|schiessen
54	Pokal	schießen	0			92	Pokale	geschossen	X	schoß|schiesst|schieße|schießen|schössen|schossen|schiesse|schoss|schießt|schiessen
92	Gau	schießen	0			49	Gauen	geschossen	X	schoß|schiesst|schieße|schießen|schössen|schossen|schiesse|schoss|schießt|schiessen
119	Eis	schießen	0			36	Eis	geschossen	X	schoß|schiesst|schieße|schießen|schössen|schossen|schiesse|schoss|schießt|schiessen
135	Probe	schießen	0			31	Proben	geschossen	X	schoß|schiesst|schieße|schießen|schössen|schossen|schiesse|schoss|schießt|schiessen
139	Meter	schießen	0			30	Metern	geschossen	X	schoß|schiesst|schieße|schießen|schössen|schossen|schiesse|schoss|schießt|schiessen
165	Ziel	schießen	0			23	Ziele	geschossen	X	schoß|schiesst|schieße|schießen|schössen|schossen|schiesse|schoss|schießt|schiessen
199	Stock	schießen	0			19	Stöcke	geschossen	X	schoß|schiesst|schieße|schießen|schössen|schossen|schiesse|schoss|schießt|schiessen
223	Strafstoß	schießen	0			17	Strafstößen	geschossen	X	schoß|schiesst|schieße|schießen|schössen|schossen|schiesse|schoss|schießt|schiessen
233	Tor	schießen	0			16	Toren	geschossen	X	schoß|schiesst|schieße|schießen|schössen|schossen|schiesse|schoss|schießt|schiessen
278	Böller	schießen	0			14	Böller	geschossen	X	schoß|schiesst|schieße|schießen|schössen|schossen|schiesse|schoss|schießt|schiessen
325	Vorderlader	schießen	0			11	Vorderlader	geschossen	X	schoß|schiesst|schieße|schießen|schössen|schossen|schiesse|schoss|schießt|schiessen
332	Schluss	schießen	0			11	Schlüsse	geschossen	X	schoß|schiesst|schieße|schießen|schössen|schossen|schiesse|schoss|schießt|schiessen
340	Gewehr	schießen	0			11	Gewehre	geschossen	X	schoß|schiesst|schieße|schießen|schössen|schossen|schiesse|schoss|schießt|schiessen
348	Adler	schießen	0			11	Adler	geschossen	X	schoß|schiesst|schieße|schießen|schössen|schossen|schiesse|schoss|schießt|schiessen
357	Salut	schießen	0			10	Salute	geschossen	X	schoß|schiesst|schieße|schießen|schössen|schossen|schiesse|schoss|schießt|schiessen
367	Kloot	schießen	0			10	Kloot	geschossen	X	schoß|schiesst|schieße|schießen|schössen|schossen|schiesse|schoss|schießt|schiessen
382	Western	schießen	0			9	Western	geschossen	X	schoß|schiesst|schieße|schießen|schössen|schossen|schiesse|schoss|schießt|schiessen
397	Kaiser	schießen	0			9	Kaiser	geschossen	X	schoß|schiesst|schieße|schießen|schössen|schossen|schiesse|schoss|schießt|schiessen
418	Nacht	schießen	0			8	Nächten	geschossen	X	schoß|schiesst|schieße|schießen|schössen|schossen|schiesse|schoss|schießt|schiessen
447	Test	schießen	0			7	Tests	geschossen	X	schoß|schiesst|schieße|schießen|schössen|schossen|schiesse|schoss|schießt|schiessen
489	Dorf	schießen	0			7	Dörfer	geschossen	X	schoß|schiesst|schieße|schießen|schössen|schossen|schiesse|schoss|schießt|schiessen
577	Wettkampf	schießen	0			5	Wettkämpfe	geschossen	X	schoß|schiesst|schieße|schießen|schössen|schossen|schiesse|schoss|schießt|schiessen
594	Spaß	schießen	0			5	Spass	geschossen	X	schoß|schiesst|schieße|schießen|schössen|schossen|schiesse|schoss|schießt|schiessen
617	Panzer	schießen	0			5	Panzer	geschossen	X	schoß|schiesst|schieße|schießen|schössen|schossen|schiesse|schoss|schießt|schiessen
637	Hubertus	schießen	0			5	Hubertus	geschossen	X	schoß|schiesst|schieße|schießen|schössen|schossen|schiesse|schoss|schießt|schiessen
641	Herbst	schießen	0			5	Herbste	geschossen	X	schoß|schiesst|schieße|schießen|schössen|schossen|schiesse|schoss|schießt|schiessen
663	Bürger	schießen	0			5	Bürger	geschossen	X	schoß|schiesst|schieße|schießen|schössen|schossen|schiesse|schoss|schießt|schiessen
323	Zeit	schinden	0			11	Zeiten	geschunden	X	schund|schinden|schindet
611	Probe	schlafen	0			5	Proben	geschlafen	X	schlafen|schlafe|schläfst|schlief|schlaft|schliefe|schläft|schliefen
87	Topf	schlagen	0			52	Töpfen	geschlagen	X	schlage|schlägt|schlug|schlügen|schlagt|schlagen|schlugen|schlägst
117	Flügel	schlagen	0			38	Flügel	geschlagen	X	schlage|schlägt|schlug|schlügen|schlagt|schlagen|schlugen|schlägst
158	Lenker	schlagen	0			25	Lenker	geschlagen	X	schlage|schlägt|schlug|schlügen|schlagt|schlagen|schlugen|schlägst
204	Kopf	schlagen	0			19	Köpfe	geschlagen	X	schlage|schlägt|schlug|schlügen|schlagt|schlagen|schlugen|schlägst
256	Haken	schlagen	0			15	Haken	geschlagen	X	schlage|schlägt|schlug|schlügen|schlagt|schlagen|schlugen|schlägst
287	Rad	schlagen	0			13	Räder	geschlagen	X	schlage|schlägt|schlug|schlügen|schlagt|schlagen|schlugen|schlägst
343	Feuer	schlagen	0			11	Feuern	geschlagen	X	schlage|schlägt|schlug|schlügen|schlagt|schlagen|schlugen|schlägst
537	Holz	schlagen	0			6	Hölzer	geschlagen	X	schlage|schlägt|schlug|schlügen|schlagt|schlagen|schlugen|schlägst
601	Schweif	schlagen	0			5	Schweif	geschlagen	X	schlage|schlägt|schlug|schlügen|schlagt|schlagen|schlugen|schlägst
605	Schaum	schlagen	0			5	Schäume	geschlagen	X	schlage|schlägt|schlug|schlügen|schlagt|schlagen|schlugen|schlägst
17	Zucker	schlecken	0			324	Zucker	geschleckt	X	schleckte|schleckten|schlecken|schleckt
178	Honig	schlecken	0			22	Honige	geschleckt	X	schleckte|schleckten|schlecken|schleckt
551	Eis	schlecken	0			6	Eis	geschleckt	X	schleckte|schleckten|schlecken|schleckt
410	Streit	schlichten	0			8	Streiten	geschlichtet	X	schlichteten|schlichten|schlichtet|schlichtete|schlichte
662	Cocktail	schlürfen	0			5	Cocktails	geschlürft	X	schlürfen|schlürfte|schlürften|schlürft|schlürfe
157	Luft	schnappen	0			25	Lüften	geschnappt	X	schnappten|schnappen|schnappe|schnappt|schnappte
496	Wurst	schnappen	0			6	Würste	geschnappt	X	schnappten|schnappen|schnappe|schnappt|schnappte
291	Kürbis	schnitzen	0			13	Kürbis	geschnitzt	X	schnitzte|schnitzten|schnitzen|schnitze|schnitzt
293	Holz	schnitzen	0			13	Hölzer	geschnitzt	X	schnitzte|schnitzten|schnitzen|schnitze|schnitzt
541	Gemüse	schnitzen	0			6	Gemüse	geschnitzt	X	schnitzte|schnitzten|schnitzen|schnitze|schnitzt
573	Apfel	schnitzen	0			6	Äpfel	geschnitzt	X	schnitzte|schnitzten|schnitzen|schnitze|schnitzt
556	Deck	schrubben	0			6	Decks	geschrubbt	X	schrubbten|schrubben|schrubbt|schrubbte
454	Saft	schubsen	0			7	Säfte	geschubst	X	schubse|schubst|schubsten|schubsen|schubste
526	Maus	schubsen	0			6	mäuse	geschubst	X	schubse|schubst|schubsten|schubsen|schubste
339	Gold	schürfen	0			11	Goldes	geschürft	X	schürften|schürfen|schürfte|schürft
168	Rücken	schweben	0			23	Rücken	geschwebt	X	schwebt|schwebten|schwebst|schwebte|schweben|schwebe
110	Laser	schweißen	0			41	Lasern	geschweißt	X	schweißen|schweissen|schweiße|schweisst|schweißten|schweißte|schweißt|schweisste|schweisse
162	Punkt	schweißen	0			24	Punkte	geschweißt	X	schweißen|schweissen|schweiße|schweisst|schweißten|schweißte|schweißt|schweisste|schweisse
210	Ultraschall	schweißen	0			18	Ultraschalles	geschweißt	X	schweißen|schweissen|schweiße|schweisst|schweißten|schweißte|schweißt|schweisste|schweisse
225	Kunststoff	schweißen	0			17	kunststoffe	geschweißt	X	schweißen|schweissen|schweiße|schweisst|schweißten|schweißte|schweißt|schweisste|schweisse
